bt,ownerNo,modelYear,Fuel Type,Insurance Validity,Kms Driven,Transmission,Year of Manufacture,Mileage,Gear Box,City,price_in_lakhs
8,1,2020,4,4,32947,0,2016,20,5,1,6.8
7,1,2022,1,5,9000,1,2020,19,6,1,31.5
8,1,2018,4,0,25000,1,2017,17,6,1,8.55
4,1,2022,4,0,10000,1,2021,19,5,1,12.0
8,1,2022,4,4,8413,1,2019,18,6,1,17.86
2,1,2016,4,0,34460,1,2016,18,5,1,6.14
8,1,2010,4,0,33886,1,2018,17,5,1,3.4
2,2,2016,4,4,57910,1,2018,17,5,1,5.58
4,2,2020,4,0,46233,1,2021,20,5,1,6.5
8,1,2017,4,0,60000,0,2018,18,5,1,9.5
2,1,2021,4,4,48979,1,2018,22,5,1,7.1
7,1,2019,4,0,42000,0,2021,13,6,1,17.0
7,1,2016,1,0,106165,1,2014,22,5,1,6.84
2,1,2018,4,4,91261,1,2018,22,5,1,3.09
2,1,2018,4,0,36711,1,2019,21,5,1,5.0
8,1,2021,4,4,9000,0,2017,15,8,1,55.0
2,0,2018,4,4,30428,1,2017,21,5,1,6.5
2,1,2018,4,4,49791,1,2014,23,5,1,3.6
7,1,2021,1,4,40000,1,2019,16,6,1,18.75
8,2,2014,4,4,40000,1,2012,19,5,1,4.5
2,2,2018,4,4,50000,0,2021,21,5,1,6.6
7,1,2019,1,4,60000,1,2019,24,5,1,9.5
8,1,2017,4,4,60000,1,2014,17,5,1,5.0
7,1,2017,1,0,70000,0,2018,12,6,1,23.9
2,2,2014,4,4,107158,1,2017,20,5,1,3.61
2,1,2019,4,0,90811,1,2020,18,5,1,5.49
2,3,2012,4,0,76454,1,2020,15,5,1,2.1
2,1,2021,4,4,57464,1,2021,22,5,1,7.04
8,1,2019,4,4,95072,1,2017,19,5,1,7.29
8,1,2014,4,5,51789,0,2021,18,5,1,7.0
2,2,2018,4,5,56028,1,2013,18,5,1,6.19
8,1,2017,4,4,60000,1,2019,17,5,1,7.25
2,1,2020,4,0,36460,1,2016,20,5,1,6.21
8,1,2020,4,4,103249,1,2015,19,5,1,6.85
8,1,2021,4,0,45568,1,2009,18,6,1,9.5
7,1,2017,1,0,130000,0,2018,12,6,1,18.5
7,1,2021,1,4,60000,1,2016,16,6,1,18.5
8,1,2013,1,4,100521,1,2014,20,5,1,4.1
8,1,2019,4,4,42709,1,2018,19,5,1,5.7
7,2,2016,1,0,150000,1,2017,18,5,1,5.5
8,1,2015,4,4,100000,1,2018,17,5,1,6.0
8,3,2009,1,4,120000,1,2016,15,5,1,2.26
8,1,2018,4,0,30000,0,2018,14,6,1,13.5
8,1,2016,1,4,70000,0,2014,22,8,1,26.0
2,1,2014,4,5,104279,1,2019,18,5,1,3.65
2,1,2018,4,0,73321,1,2020,17,5,1,7.07
8,1,2017,4,0,50000,1,2016,17,6,1,8.0
2,1,2018,4,0,34279,1,2015,20,5,1,5.2
2,2,2016,4,0,55040,1,2016,18,5,1,6.02
8,2,2018,1,4,39000,0,2018,22,6,1,10.5
2,2,2014,1,0,104336,1,2016,22,6,1,5.46
8,3,2019,1,0,45000,0,2018,18,8,1,34.75
8,1,2020,4,4,69617,1,2017,18,6,1,11.88
2,1,2016,4,0,47429,1,2016,18,5,1,6.21
2,1,2015,4,0,67000,1,2015,21,5,1,5.15
2,1,2016,4,0,80000,1,2012,16,5,1,6.0
2,1,2018,4,4,27000,1,2016,18,5,1,7.75
7,2,2016,1,4,56000,1,2017,22,5,1,6.45
8,1,2018,4,4,33379,1,2019,18,5,1,6.5
8,1,2017,1,4,80000,1,2018,28,5,1,7.0
8,1,2016,4,4,90000,1,2015,19,5,1,4.37
8,1,2015,4,4,50197,1,2016,19,5,1,4.6
8,2,2012,4,4,80000,1,2014,16,5,1,2.5
2,0,2016,4,0,60611,1,2014,18,5,1,5.2
7,3,2017,4,0,61120,1,2018,15,5,1,5.66
2,1,2019,4,4,55415,1,2021,23,5,1,4.03
7,1,2018,1,0,52000,0,2016,16,8,1,49.5
2,1,2015,4,4,48579,1,2011,18,5,1,5.17
8,2,2016,4,0,59532,1,2014,19,5,1,4.49
8,2,2014,4,4,200300,1,2015,17,5,1,4.55
8,1,2014,4,4,113231,1,2017,14,6,1,6.43
7,2,2018,1,0,106338,1,2011,18,5,1,7.05
2,1,2021,1,0,40629,1,2014,23,5,1,8.89
8,2,2016,1,4,73341,0,2014,26,5,1,6.21
8,2,2011,1,4,39001,0,2011,22,8,1,14.0
8,1,2014,4,4,81532,1,2014,17,5,1,6.3
8,1,2015,4,4,108818,1,2014,17,5,1,5.3
2,1,2017,4,0,35419,1,2019,21,5,1,6.78
8,2,2011,1,0,80000,0,2019,19,9,1,12.0
8,2,2014,1,0,100000,1,2015,20,6,1,5.24
8,1,2014,1,4,12000,0,2016,17,8,1,21.5
8,1,2011,1,0,70001,1,2012,22,6,1,6.75
8,1,2014,1,5,61331,1,2019,24,5,1,4.7
8,1,2014,1,0,51438,1,2015,25,5,1,5.3
2,1,2019,4,5,67988,1,2019,20,5,1,4.63
2,2,2019,4,4,36032,0,2016,18,5,1,7.27
8,1,2015,4,4,114883,1,2022,17,5,1,5.15
8,1,2016,4,0,88584,1,2017,22,5,1,5.47
2,2,2012,1,4,97419,1,2021,23,5,1,3.07
7,1,2019,4,0,70000,0,2022,13,8,1,48.0
7,2,2015,1,5,106498,1,2021,22,5,1,5.29
7,1,2019,4,0,70000,0,2022,13,8,1,48.0
2,2,2016,1,0,68177,1,2017,25,5,1,6.24
8,1,2022,4,0,27524,1,2016,18,6,1,18.16
7,1,2017,1,4,75471,1,2017,23,5,1,8.5
8,1,2021,4,4,8000,1,2019,18,5,1,7.45
4,1,2022,4,0,13200,0,2020,19,6,1,16.9
7,1,2021,4,0,20000,1,2017,19,6,1,11.5
7,1,2022,1,4,20000,0,2017,18,8,1,30.0
2,1,2017,4,0,60730,1,2018,23,5,1,3.1
8,2,2016,4,0,44494,1,2016,20,5,1,4.95
4,1,2017,4,4,20000,1,2017,17,5,1,8.0
7,1,2019,1,4,45673,0,2015,21,6,1,8.25
7,1,2020,1,0,26000,1,2016,14,6,1,35.75
8,1,2017,4,5,51878,1,2021,17,5,1,7.74
2,1,2017,4,0,56747,0,2020,19,5,1,5.25
2,1,2018,4,0,38000,1,2013,20,5,1,6.0
2,2,2016,4,5,76457,1,2004,18,5,1,5.82
2,2,2017,4,4,78880,1,2017,18,5,1,5.51
8,1,2015,4,5,19593,1,2016,20,5,1,5.25
2,1,2016,4,0,84429,1,2019,18,5,1,5.83
2,1,2021,1,4,27599,1,2017,25,6,1,8.25
4,1,2020,4,4,76898,1,2019,20,5,1,6.7
2,2,2013,4,0,119070,1,2016,16,5,1,3.96
8,1,2017,4,4,32199,1,2019,20,5,1,5.9
2,1,2016,4,0,85607,1,2013,23,5,1,4.0
2,1,2019,4,0,30000,1,2019,21,5,1,7.0
7,1,2017,1,0,80000,1,2013,18,5,1,7.0
7,1,2019,1,0,1200000,1,2018,19,6,1,11.5
2,1,2016,4,0,45429,0,2016,19,5,1,5.95
2,1,2019,4,4,9000,1,2016,22,5,1,4.6
2,1,2019,4,4,31000,1,2006,24,5,1,3.95
2,1,2013,1,4,81488,1,2017,20,5,1,4.35
2,1,2019,4,0,94439,1,2019,18,5,1,6.66
2,3,2013,4,4,98481,1,2022,22,5,1,3.8
2,1,2018,4,4,20000,1,2022,21,5,1,7.0
8,2,2016,1,4,100894,0,2021,22,7,1,6.92
2,1,2016,1,4,86215,1,2012,25,5,1,5.9
2,2,2017,4,4,98115,1,2017,16,5,1,5.2
8,1,2019,4,0,47125,1,2016,17,5,1,6.95
7,1,2022,4,0,9991,1,2013,20,5,1,6.88
2,1,2021,4,0,4564,1,2019,18,5,1,6.6
2,1,2012,1,0,108713,1,2021,20,5,1,2.5
8,1,2021,4,0,13000,1,2015,18,6,1,12.45
7,2,2017,4,4,55450,1,2022,17,5,1,5.75
7,1,2016,4,4,49000,1,2020,13,6,1,8.45
8,1,2015,4,4,86694,1,2021,20,5,1,4.05
8,2,2013,1,4,150000,1,2022,23,5,1,3.0
8,0,2019,4,0,25284,1,2020,17,5,1,9.25
2,1,2021,4,0,30000,1,2018,21,5,1,7.5
8,2,2015,1,0,109000,0,2019,18,8,1,13.0
4,1,2022,4,4,4605,1,2015,16,6,1,17.14
7,1,2020,4,0,49218,1,2018,18,6,1,9.28
8,1,2021,4,0,45568,1,2022,18,6,1,9.5
7,1,2022,4,0,36035,1,2022,20,5,1,7.02
7,1,2020,1,4,45242,1,2014,20,6,1,8.45
7,2,2018,1,0,38000,0,2021,12,9,1,34.75
2,1,2019,4,4,52979,0,2014,23,5,1,5.13
8,2,2015,1,0,67130,1,2014,24,5,1,5.7
7,1,2018,4,0,19595,1,2013,15,6,1,8.51
7,1,2022,1,4,23183,1,2018,19,6,1,23.5
8,1,2022,1,0,15000,0,2016,19,8,1,57.9
2,1,2014,4,4,67558,1,2013,23,5,1,3.7
7,1,2021,4,0,40000,1,2014,14,6,1,19.0
2,1,2014,4,0,55664,1,2019,16,5,1,4.6
2,1,2014,4,0,55664,1,2020,16,5,1,4.6
2,1,2013,1,0,109324,1,2019,21,5,1,3.65
7,1,2018,1,0,118008,0,2019,16,7,1,26.0
7,1,2016,1,4,72000,1,2022,19,6,1,7.9
2,1,2013,1,4,86630,1,2016,22,5,1,4.5
2,1,2014,4,4,82476,1,2020,20,5,1,3.7
2,2,2019,4,0,27749,0,2009,20,5,1,6.65
7,1,2020,4,4,21609,0,2020,18,7,1,10.36
8,1,2019,4,4,89609,1,2013,16,5,1,8.75
2,2,2019,1,4,83556,1,2016,24,5,1,5.39
7,1,2022,4,4,31513,1,2019,20,5,1,8.47
8,1,2016,4,4,45939,1,2018,17,5,1,7.55
2,1,2020,4,4,40531,1,2018,19,5,1,4.96
4,3,2009,1,0,120000,1,2010,13,5,1,3.75
7,1,2020,4,0,17663,0,2013,18,4,1,10.09
2,3,2013,4,0,77706,1,2012,18,5,1,3.39
7,1,2016,1,0,49000,0,2018,14,8,1,49.0
7,1,2019,1,4,60000,0,2017,17,8,1,68.0
8,1,2018,1,0,35000,0,2007,20,8,1,34.0
7,1,2018,1,0,54000,0,2022,16,8,1,50.0
8,1,2010,4,4,110000,1,2021,12,5,1,5.19
7,2,2013,1,0,135000,0,2022,12,8,1,21.5
8,1,2012,1,4,80000,0,2019,17,6,1,14.5
7,1,2018,1,4,72020,1,2021,23,5,1,8.25
4,1,2017,1,4,98000,1,2018,13,5,1,18.5
2,0,2007,4,0,36385,1,2020,19,5,1,1.65
7,1,2022,1,0,4259,1,2020,20,6,1,19.91
7,1,2021,1,5,12925,0,2021,14,6,1,19.94
7,1,2022,4,4,27000,0,2021,17,7,1,16.45
7,2,2019,4,0,27425,1,2009,17,6,1,7.19
2,1,2021,4,4,13126,0,2012,26,5,1,6.33
4,1,2018,4,5,57000,1,2014,19,5,1,7.99
2,2,2020,4,0,24500,0,2020,21,5,1,8.61
8,1,2020,4,4,40000,1,2009,22,5,1,6.1
4,1,2021,4,0,27216,1,2014,20,5,1,7.49
2,1,2021,4,0,12060,1,2020,19,5,1,6.48
8,1,2009,1,4,150000,1,2018,19,5,1,2.5
2,2,2012,4,4,46931,1,2022,21,5,1,2.65
2,1,2014,4,0,60000,1,2014,16,5,1,4.9
7,1,2020,4,4,45787,1,2018,16,6,1,15.9
8,2,2009,4,0,80000,1,2022,14,5,1,1.14
8,1,2014,1,0,44000,1,2019,25,5,1,4.75
8,1,2020,4,4,4786,0,2019,18,5,1,9.73
2,1,2018,4,4,39024,1,2021,18,5,1,6.3
8,1,2022,4,4,6000,0,2020,15,8,1,58.5
2,1,2014,4,0,40000,1,2017,25,4,1,1.5
7,1,2018,4,0,114386,1,2020,15,6,1,8.27
4,1,2022,4,0,27369,1,2017,20,5,1,7.15
4,1,2019,1,0,58000,1,2016,13,5,1,21.0
2,2,2019,4,4,16561,1,2016,18,5,1,5.69
2,1,2021,4,0,23328,1,2020,21,5,1,4.9
2,1,2020,4,0,16473,1,2015,21,5,1,4.85
2,2,2017,4,0,46375,1,2019,18,5,1,4.52
2,1,2020,4,0,16473,1,2018,21,5,1,4.85
2,1,2017,4,4,91799,0,2016,21,5,1,6.22
2,3,2016,4,0,38919,1,2009,18,5,1,5.54
2,1,2016,4,4,70235,1,2017,18,5,1,3.75
8,1,2020,4,0,3989,0,2014,18,5,1,9.67
8,1,2015,1,4,91773,1,2013,24,5,1,4.75
2,2,2019,4,4,60000,1,2017,22,5,1,3.2
8,1,2018,4,0,28906,1,2016,18,5,1,6.95
2,1,2016,1,4,150000,1,2018,27,5,1,3.5
2,3,2009,4,0,70000,1,2017,17,5,1,2.5
7,1,2017,1,0,70000,1,2019,16,6,1,12.5
2,1,2014,4,4,43428,1,2016,22,5,1,2.6
2,1,2013,1,4,67000,1,2019,25,5,1,2.85
2,1,2017,4,4,70528,0,2019,21,5,1,6.16
2,1,2016,4,5,35413,1,2019,18,5,1,5.94
2,2,2018,4,0,40000,1,2020,24,5,1,3.2
2,1,2017,4,4,66285,0,2013,19,5,1,6.47
7,1,2019,4,4,83129,0,2017,16,7,1,14.0
8,1,2016,4,4,87055,1,2018,17,5,1,6.0
2,2,2019,4,0,37218,1,2012,18,5,1,5.05
7,1,2019,4,0,60000,1,2011,18,6,1,9.0
2,1,2019,4,4,33640,1,2016,18,5,1,7.3
2,1,2020,4,0,23608,1,2015,18,5,1,6.48
2,1,2013,4,4,22353,1,2011,18,5,1,4.35
8,1,2017,1,0,120000,0,2008,21,7,1,9.0
8,1,2018,4,0,54241,1,2014,17,5,1,7.4
2,1,2012,4,4,86173,1,2016,21,5,1,3.2
2,1,2011,4,4,91143,1,2017,20,5,1,2.95
7,1,2016,1,0,36000,1,2017,18,5,1,7.9
8,1,2015,4,0,108818,1,2017,17,5,1,5.3
2,2,2011,1,0,120000,1,2021,22,5,1,3.15
8,2,2008,1,4,107000,0,2017,14,7,1,8.5
8,1,2014,4,4,90530,1,2017,17,5,1,5.7
2,1,2016,4,0,77957,1,2009,18,5,1,5.76
7,2,2017,4,0,81394,1,2022,13,6,1,8.42
8,1,2017,4,0,64341,1,2014,20,5,1,6.75
2,1,2017,4,4,33407,1,2009,18,5,1,5.18
2,1,2021,4,4,14811,1,2015,20,5,1,3.97
8,1,2017,4,5,37000,1,2010,14,5,1,7.75
7,2,2017,1,0,49326,1,2012,17,6,1,11.66
8,3,2009,4,4,120000,1,2022,9,5,1,4.5
2,1,2022,4,4,4939,0,2022,20,5,1,7.32
7,1,2014,4,4,82620,0,2016,16,6,1,5.77
8,2,2009,4,4,60000,1,2017,13,5,1,6.0
2,1,2015,1,4,86857,1,2017,20,5,1,5.1
8,3,2010,1,0,70000,0,2022,14,7,1,9.0
7,2,2012,1,0,120000,0,2021,11,8,1,15.0
7,1,2022,1,4,19000,1,2020,19,6,1,12.75
2,1,2016,4,4,36202,1,2017,18,5,1,3.95
4,1,2017,4,0,30000,1,2016,19,5,1,3.2
2,1,2017,1,0,70000,1,2018,24,5,1,4.5
7,1,2022,4,4,20000,1,2016,19,5,1,10.85
2,1,2021,4,4,24077,1,2022,20,5,1,4.0
8,1,2012,1,4,81985,1,2019,19,5,1,4.85
4,2,2020,4,0,30000,0,2020,17,4,1,9.85
8,1,2017,4,0,91841,1,2018,17,5,1,6.81
7,3,2016,4,0,64961,0,2021,15,6,1,6.21
2,1,2018,4,4,20950,0,2018,23,5,1,4.1
2,2,2016,4,0,94348,1,2019,18,5,1,5.05
7,1,2022,1,0,32000,1,2018,19,6,1,12.9
2,1,2019,4,0,51744,1,2016,18,5,1,7.08
7,2,2020,1,4,81152,0,2014,15,6,1,17.34
8,1,2018,4,0,19516,1,2015,18,5,1,6.5
2,1,2021,4,4,29093,1,2021,18,5,1,7.6
8,1,2018,1,0,54408,0,2020,23,5,1,7.85
2,1,2019,4,4,16000,1,2019,21,5,1,7.45
7,1,2018,1,0,100000,0,2019,12,6,1,20.0
2,1,2016,4,0,56876,1,2018,22,5,1,2.7
2,1,2014,1,0,50000,1,2020,22,5,1,4.5
8,2,2015,4,0,84505,1,2018,18,5,1,4.2
4,1,2021,1,4,34000,0,2021,12,6,1,27.9
2,1,2020,4,4,22305,1,2017,21,5,1,5.5
2,1,2019,4,0,33573,1,2021,23,5,1,4.21
2,1,2019,4,0,33615,1,2019,22,5,1,3.03
2,2,2018,4,0,30000,0,2018,18,5,1,7.8
8,1,2020,4,0,34935,1,2019,20,5,1,6.43
2,2,2018,4,4,66511,0,2018,23,5,1,4.74
8,1,2021,4,0,24000,0,2019,19,6,1,42.0
8,1,2017,4,0,68979,1,2020,21,5,1,6.44
4,1,2021,4,4,50000,1,2018,19,5,1,12.0
2,2,2019,4,0,45161,0,2018,20,5,1,5.19
7,1,2018,1,4,42917,1,2016,23,5,1,8.11
2,1,2019,4,0,20000,1,2016,21,5,1,7.25
2,1,2018,4,0,32000,0,2015,19,5,1,7.25
2,1,2019,1,4,40000,1,2015,22,6,1,7.5
8,1,2020,4,0,29911,1,2018,17,5,1,9.5
8,1,2018,4,0,23000,0,2017,17,6,1,9.25
8,2,2018,1,0,100000,1,2010,22,5,1,5.25
4,1,2016,1,4,42000,1,2015,13,5,1,18.75
8,1,2016,1,5,58000,0,2018,19,7,1,26.5
2,1,2015,1,0,53764,1,2012,25,5,1,5.5
2,1,2015,4,4,61455,1,2015,18,5,1,5.0
7,2,2018,4,0,52732,0,2014,16,7,1,12.09
2,2,2017,4,0,61159,0,2018,19,5,1,6.56
2,2,2010,4,4,90000,1,2020,17,5,1,2.95
8,1,2015,4,0,95296,1,2017,18,5,1,4.31
7,1,2018,4,0,106506,1,2023,15,6,1,8.95
8,2,2012,1,0,70000,0,2020,16,8,1,15.0
2,2,2015,4,4,108551,1,2021,18,5,1,3.92
8,1,2014,1,4,54186,1,2003,25,5,1,4.7
8,1,2018,4,0,106848,0,2021,19,5,1,7.26
8,2,2020,4,4,38464,0,2020,16,6,1,10.23
2,1,2017,4,0,59841,1,2018,20,5,1,5.0
7,1,2023,1,4,3000,0,2018,19,6,1,45.5
7,1,2020,4,4,19649,0,2014,19,6,1,15.9
8,1,2021,1,0,3300,0,2017,19,8,1,56.0
7,1,2021,4,4,40000,0,2020,14,6,1,19.0
7,1,2020,4,4,27000,0,2017,19,5,1,14.25
2,1,2018,4,0,20950,0,2016,23,5,1,4.1
7,1,2018,1,0,50000,1,2016,17,6,1,12.5
2,1,2014,4,4,39000,1,2017,25,4,1,1.25
7,1,2017,4,4,55927,1,2007,15,6,1,9.03
2,2,2014,4,4,35325,1,2020,18,5,1,4.88
2,2,2020,4,0,20000,1,2015,21,5,1,6.6
2,1,2017,4,0,41248,1,2018,18,5,1,6.04
2,1,2016,4,4,70076,1,2018,23,5,1,4.17
7,1,2016,4,0,128398,1,2012,16,6,1,4.05
2,3,2017,4,0,20973,0,2021,20,5,1,4.44
2,2,2007,4,0,90000,1,2020,16,5,1,2.2
8,1,2020,4,0,98807,1,2015,20,5,1,6.15
8,2,2015,4,4,102249,1,2016,18,5,1,3.96
2,1,2018,4,0,18837,0,2018,18,4,1,6.5
7,1,2018,1,4,50000,1,2017,17,6,1,14.0
2,1,2012,4,0,120000,1,2002,21,5,1,2.1
4,1,2021,1,4,19000,0,2014,12,6,1,24.75
2,1,2020,4,0,10000,1,2021,22,5,1,4.0
2,1,2015,4,0,128876,0,2015,21,5,1,3.5
2,0,2016,4,4,37942,1,2017,20,5,1,4.3
2,1,2018,4,0,37300,1,2014,18,5,1,5.15
7,2,2017,1,4,30000,0,2019,17,9,1,37.5
2,1,2002,4,0,60000,1,2019,17,5,1,1.2
2,1,2014,1,4,82784,1,2021,22,6,1,4.92
8,1,2021,4,0,63274,1,2019,22,5,1,7.31
2,1,2015,4,4,87521,0,2017,23,5,1,3.45
2,2,2017,4,4,77388,1,2017,17,5,1,5.23
2,1,2014,4,4,114772,1,2017,20,5,1,3.02
4,1,2019,1,0,40000,1,2017,13,5,1,23.0
4,2,2019,4,0,62493,1,2016,19,5,1,5.0
8,1,2021,4,4,20000,1,2017,18,6,1,13.5
2,1,2019,4,4,59985,1,2015,20,5,1,4.72
8,2,2017,4,0,104073,1,2022,20,5,1,5.64
8,2,2017,1,4,100000,1,2019,25,5,1,4.1
2,1,2017,1,4,120000,1,2017,27,5,1,4.7
2,1,2017,4,4,53819,0,2020,21,5,1,6.3
2,1,2016,1,4,98914,1,2019,25,5,1,3.75
8,1,2017,1,0,110000,1,2018,21,5,1,5.2
7,3,2015,1,4,110000,1,2018,16,6,1,10.0
8,1,2022,4,0,4135,1,2017,17,5,1,15.97
2,1,2019,4,5,35000,0,2018,17,5,1,8.0
2,1,2017,4,5,35983,1,2018,18,5,1,5.75
7,1,2020,1,0,45000,1,2017,16,6,1,20.5
7,1,2019,1,0,91109,1,2010,17,6,1,14.22
8,1,2018,4,0,23325,1,2018,20,5,1,5.62
2,1,2018,4,0,51690,0,2018,18,5,1,6.9
2,2,2017,4,4,69786,1,2018,17,5,1,5.73
8,2,2018,4,4,53612,0,2011,20,5,1,5.58
2,1,2018,4,0,41502,1,2017,21,5,1,5.8
7,2,2017,4,4,43841,1,2023,17,5,1,6.84
2,2,2010,4,4,110000,1,2021,17,5,1,2.9
7,1,2018,4,4,77380,0,2020,14,6,1,7.62
2,1,2018,4,0,69269,1,2008,21,5,1,6.63
7,1,2018,1,0,53060,1,2014,23,5,1,8.7
8,2,2011,4,4,70000,1,2018,13,5,1,3.2
8,1,2017,4,4,58071,1,2009,17,5,1,7.5
8,1,2023,4,4,500,0,2016,14,7,1,47.5
7,1,2021,1,4,40000,1,2017,21,5,1,9.5
4,2,2020,4,0,20000,0,2013,17,4,1,10.25
8,2,2008,4,4,68283,1,2014,17,5,1,2.45
8,0,2014,4,4,73045,1,2018,18,5,1,3.95
7,1,2018,1,4,49000,1,2019,22,6,1,10.8
4,1,2009,1,4,150000,1,2017,12,5,1,2.0
2,2,2016,4,4,47547,1,2016,18,5,1,6.08
2,2,2017,1,0,100844,1,2015,21,6,1,6.98
8,1,2013,1,4,158945,1,2015,24,5,1,3.35
2,1,2014,1,0,111275,1,2012,22,6,1,5.02
7,2,2018,4,4,71770,0,2022,14,6,1,10.27
8,1,2019,4,0,40000,1,2012,17,6,1,9.0
7,1,2017,4,0,55435,1,2021,17,5,1,7.69
8,1,2016,4,4,51396,0,2014,18,4,1,5.95
2,2,2015,4,4,79063,1,2018,20,5,1,3.75
8,1,2015,4,4,89570,1,2012,20,5,1,5.85
8,2,2012,4,0,50000,1,2013,17,5,1,4.5
7,1,2022,1,4,30000,1,2012,16,6,1,21.5
8,2,2012,1,0,100000,0,2017,18,8,1,9.95
8,1,2021,4,4,18477,1,2018,17,5,1,11.0
2,3,2014,4,0,120000,1,2014,16,5,1,3.5
8,1,2018,4,0,77204,0,2015,20,4,1,7.3
8,2,2012,1,0,70000,0,2017,16,8,1,10.0
7,1,2013,1,4,78000,1,2017,13,5,1,17.91
8,2,2012,1,5,55000,0,2021,22,8,1,13.5
2,1,2017,4,4,30272,1,2021,17,5,1,5.1
7,1,2018,4,4,64285,1,2021,18,5,1,8.6
2,3,2014,1,0,76697,1,2016,22,6,1,4.85
2,1,2015,1,0,100000,0,2017,20,6,1,17.0
8,1,2017,4,5,95291,0,2022,21,5,1,6.36
8,1,2017,4,4,84005,1,2022,17,5,1,5.71
7,1,2021,4,4,8000,0,2021,19,5,1,8.25
2,1,2021,4,5,49254,1,2020,21,5,1,3.93
7,1,2021,1,4,20000,1,2010,18,6,1,11.0
2,2,2016,4,0,97522,1,2021,18,5,1,4.2
7,1,2017,4,4,34097,1,2022,18,5,1,7.04
7,1,2022,4,4,10000,0,2018,17,5,1,9.5
7,1,2022,1,4,3000,0,2019,19,9,1,90.0
2,0,2021,4,0,19252,1,2021,20,6,1,7.7
7,1,2020,1,0,30000,0,2016,19,6,1,12.0
2,3,2010,4,0,80000,1,2018,14,5,1,1.2
8,1,2021,4,4,25581,1,2019,20,5,1,7.5
7,1,2022,4,4,34000,0,2017,12,7,1,37.5
7,1,2018,1,4,45000,0,2015,20,8,1,26.55
2,2,2019,4,0,20000,0,2020,24,5,1,4.1
7,1,2021,4,4,20000,1,2021,20,5,1,10.5
2,1,2016,1,0,123394,1,2017,27,5,1,6.22
2,2,2018,1,0,106275,1,2016,20,5,1,7.3
8,1,2019,4,4,58416,1,2022,17,5,1,9.5
2,2,2017,4,4,18704,1,2021,23,5,1,3.57
8,1,2015,4,0,27166,1,2020,17,5,1,6.21
8,2,2020,4,4,30000,0,2019,18,5,1,11.25
7,1,2021,1,4,76384,0,2017,18,6,1,16.39
7,1,2017,1,4,45000,0,2012,17,6,1,12.15
2,1,2016,4,4,17160,1,2013,18,5,1,6.35
7,1,2022,4,4,15817,1,2014,20,6,1,14.66
2,2,2021,4,4,10000,1,2018,21,5,1,5.0
2,0,2020,4,4,31268,1,2014,21,5,1,4.25
2,1,2019,4,4,7267,1,2010,23,5,1,5.0
2,2,2017,4,0,30000,1,2021,18,5,1,5.5
7,3,2013,1,4,100000,1,2016,12,6,1,4.9
8,1,2014,4,0,222996,1,2017,18,5,1,3.0
7,1,2018,4,0,30742,1,2016,17,5,1,7.7
2,1,2014,1,5,110000,1,2016,25,5,1,3.9
2,2,2010,1,4,132787,1,2021,20,5,1,2.1
7,1,2021,1,0,29351,0,2017,22,6,1,11.05
7,1,2018,4,0,10048,1,2018,17,6,1,7.25
8,2,2016,4,4,50000,1,2017,20,5,1,5.8
2,1,2017,4,0,14696,0,2018,21,5,1,6.59
2,1,2016,4,4,27153,1,2014,25,5,1,3.56
2,1,2016,4,5,50000,1,2017,18,5,1,4.8
4,1,2021,4,0,43879,1,2009,20,5,1,6.89
2,1,2017,4,4,40480,1,2022,16,5,1,6.25
7,1,2018,4,4,32112,1,2022,17,5,1,8.03
2,2,2017,4,0,31239,1,2013,25,5,1,5.16
8,1,2018,1,4,20000,1,2021,28,5,1,9.5
7,2,2014,1,4,80000,1,2019,15,6,1,8.25
2,1,2017,1,4,91112,1,2009,25,5,1,3.75
2,0,2009,4,0,68767,1,2017,19,5,1,1.8
4,1,2022,4,4,30000,0,2022,16,7,1,19.0
7,1,2022,4,4,10000,1,2018,18,5,1,9.0
2,1,2013,4,4,42600,1,2016,22,5,1,2.05
2,0,2021,4,4,13270,1,2016,21,5,1,7.1
8,1,2019,4,0,40000,1,2017,21,5,1,6.3
8,2,2017,4,4,22286,1,2009,17,5,1,7.99
2,1,2022,4,0,12132,1,2021,20,5,1,6.3
2,1,2018,4,4,79048,1,2020,19,5,1,4.15
2,3,2016,4,5,48360,1,2015,23,5,1,4.17
2,2,2016,4,0,54538,1,2008,25,5,1,3.34
8,1,2017,4,0,32157,1,2017,20,5,1,5.9
7,1,2019,4,0,34182,1,2018,16,6,1,10.29
2,1,2009,1,0,176801,1,2012,28,5,1,2.5
7,1,2021,4,4,81508,1,2020,18,5,1,7.11
7,2,2020,4,4,42036,0,2016,16,6,1,9.5
7,1,2015,1,0,22500,0,2018,13,7,1,21.4
8,3,2008,4,4,80000,1,2018,14,5,1,1.4
7,1,2017,4,0,29640,1,2020,17,5,1,7.6
7,1,2018,1,4,52000,0,2019,22,8,1,70.0
2,3,2012,1,0,100000,1,2016,21,6,1,3.0
7,1,2020,1,0,32000,1,2017,21,5,1,10.8
8,2,2016,4,4,23678,1,2021,20,5,1,6.5
2,1,2018,4,0,38502,1,2017,21,5,1,6.8
7,1,2018,1,4,100000,0,2008,16,7,1,22.0
2,2,2020,4,4,30000,1,2017,18,5,1,5.15
2,1,2019,4,0,40091,1,2019,18,5,1,5.2
2,1,2016,4,4,48113,1,2021,25,5,1,3.44
8,1,2017,1,4,50000,0,2018,19,9,1,31.0
