it,ft,bt,km,transmission,ownerNo,owner,model,modelYear,price,Engine Displacement,Fuel Type,Insurance Validity,Kms Driven,Ownership,RTO,Registration Year,Seats,Transmission,Year of Manufacture,Mileage,Engine,Max Power,Torque,Seats,Color,Engine Type,Displacement,Max Torque,No of Cylinder,Values per Cylinder,Value Configuration,Fuel Suppy System,BoreX Stroke,Compression Ratio,Turbo Charger,Super Charger,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Gear Box,Drive Type,Seating Capacity,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Top Speed,Acceleration,Tyre Type,No Door Numbers,Cargo Volumn,Wheel Size,Alloy Wheel Size,Ground Clearance Unladen,City
0,Diesel,Hatchback,"1,20,000",Manual,1,1st Owner,Hyundai i20,2017,₹ 7.10 Lakh,1396 cc,Diesel,Third Party insurance,120000 Kms,First Owner,KA19,2017,5 Seats,Manual,2017,22.54 kmpl,1396 CC,88.73bhp@4000rpm,219.7Nm,5,Others,U2 CRDI Diesel Engine,1396,219.7Nm@1500-2750rpm,4.0,4.0,DOHC,CRDI,,,Yes,No,3985mm,1734mm,1505mm,2570mm,1505mm,1503mm,1515kg,,6 Speed,FWD,5,Power,5.2 metres,Disc,Drum,180 Kmph,11.9 Seconds,Tubeless,5,295-litres,16,16,,Bangalore
0,Petrol,Hatchback,"56,997",Manual,1,1st Owner,Maruti Baleno,2017,₹ 6.92 Lakh,1197 cc,Petrol,Zero Dep,56997 Kms,First Owner,KA51,Aug 2017,5 Seats,Manual,2017,21.4 kmpl,1197 CC,83.1bhp@6000rpm,115Nm,5,Blue,VVT Petrol Engine,1197,115Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3995mm,1745mm,1510mm,2520mm,1505mm,1515mm,880kg,1340kg,5 Speed,FWD,5,Power,4.9 meters,Disc,Drum,180 Kmph,12.36 seconds,"Tubeless,Radial",5,339-litres,16,16,,Bangalore
0,Petrol,Sedan,"1,20,000",Manual,1,1st Owner,Hyundai Elantra,2013,₹ 6.50 Lakh,1797 cc,Petrol,Third Party insurance,120000 Kms,First Owner,KA03,2013,5 Seats,Manual,2013,16.3 kmpl,1797 CC,147.5bhp@6500rpm,177.5Nm,5,Others,Dual VTVT Petrol Engine,1797,177.5Nm@4700rpm,4.0,4.0,DOHC,Multipoint Injection,81.0mm X 87.2mm,10.3:1,No,No,4530mm,1775mm,1470mm,2700mm,1569mm,1582mm,1329kg,1640kg,6 Speed ,FWD,5,Power,5.3 metres,Disc,Disc,191km/hr,12.07 Seconds,"Tubeless,Radial",4,420-litres,16,16,,Bangalore
0,Diesel,Sedan,"59,000",Automatic,1,1st Owner,Audi A6,2015,₹ 20.90 Lakh,1968 cc,Diesel,Third Party insurance,59000 Kms,First Owner,KA05,Jul 2016,5 Seats,Automatic,2015,18.53 kmpl,1968 CC,187.74bhp@3800-4200rpm,400Nm,5,White,In Line Diesel Engine,1968,400Nm@1750-3000rpm,4.0,4.0,DOHC,CRDI,,,Yes,No,4933mm,1874mm,1455mm,2912mm,1627mm,1618mm,1735kg,2240kg,7 Speed,FWD,5,Power,5.95 metres,Ventilated Disc,Ventilated Disc,232 Kmph,8.4 Seconds,"Tubeless,Radial",4,530-litres,18,18,,Bangalore
0,Petrol,Hatchback,"18,835",Manual,1,1st Owner,Maruti Alto 800,2021,₹ 4.11 Lakh,796 cc,Petrol,Zero Dep,18835 Kms,First Owner,KA05,Dec 2021,5 Seats,Manual,2021,22.05 kmpl,796 CC,47.33bhp@6000rpm,69Nm,5,Silver,F8D Petrol Engine,796,69Nm@3500rpm,3.0,4.0,,,,,,,3445mm,1515mm,1475mm,2360mm,1295mm,1290mm,762kg,1185kg,5 Speed,,5,,4.6,Disc,Drum,,,Tubeless Tyres,5,,,,,Bangalore
0,Diesel,SUV,"1,20,000",Manual,2,2nd Owner,Mahindra Scorpio,2010,₹ 6.50 Lakh,2179 cc,Diesel,Third Party insurance,120000 Kms,Second Owner,KA53,2010,7 Seats,Manual,2010,12.05 kmpl,2179 CC,120bhp@4000rpm,290Nm,7,Gray,mHawk CRDe Engine,2179,290Nm@1800-2800rpm,4.0,4.0,,CRDI,,,Yes,No,4430mm,1817mm,1975mm,2680mm,,,1990,2510kg,5 Speed,2 WD,7,Power,5.6 metres,Disc,Drum,,,"Tubeless,Radial",5,,16,16,,Bangalore
0,Petrol,Hatchback,"40,000",Automatic,1,1st Owner,Mini 3 DOOR,2016,₹ 36.75 Lakh,1998 cc,Petrol,Comprehensive,40000 Kms,First Owner,KA09,Jul 2016,4 Seats,Automatic,2016,17.33 kmpl,1998 CC,189.08bhp@4700-6000pm,280Nm,4,White,Petrol Engine,1998,280Nm@1250rpm,4.0,4.0,,MPFi,82 x 94.6 mm,11.0,Yes,No,3850mm,1727mm,1414mm,2495mm,1501mm,1501mm,1250kg,1655kg,7 Speed,2WD,4,electric,5.4 metres,Disc,Disc,233 Kmph,6.7 Seconds,Runflat Tyres,3,211litres,16,16,,Bangalore
0,Petrol,Hatchback,"60,932",Manual,1,1st Owner,Tata Tiago,2019,₹ 6.10 Lakh,1199 cc,Petrol,Comprehensive,60932 Kms,First Owner,PY01,Jul 2019,5 Seats,Manual,2019,23.84 kmpl,1199 CC,83.83bhp@6000rpm,114Nm,5,Red,Revotron Engine,1199,114Nm@3500rpm,3.0,4.0,DOHC,MPFi,77 X 85.8 mm,10.8:1,No,No,3746mm,1647mm,1535mm,2400mm,1400mm,1420mm,1012kg,,5 Speed,FWD,5,Power,4.9 meters,Disc,Drum,150 kmph,,Tubeless,5,242,15,15,,Bangalore
0,Petrol,SUV,"33,539",Automatic,2,2nd Owner,Kia Seltos,2020,₹ 16.75 Lakh,1353 cc,Petrol,Comprehensive,33539 Kms,Second Owner,KA19,Aug 2020,5 Seats,Automatic,2020,16.5 kmpl,1353 CC,138.08bhp@6000rpm,242nm,5,White,Smartstream G1.4,1353,242nm@1500-3200rpm,4.0,4.0,,GDi,,,Yes,,4315mm,1800mm,1645mm,2610mm,,,1535,,7-Speed DCT,FWD,5,Electric,,Disc,Disc,,,"Tubeless, Radial",5,433,17,17,,Bangalore
0,Petrol,Hatchback,"66,837",Manual,2,2nd Owner,Tata Tiago,2018,₹ 5.30 Lakh,1199 cc,Petrol,Comprehensive,66837 Kms,Second Owner,KA03,Dec 2018,5 Seats,Manual,2018,23.84 kmpl,1199 CC,84bhp@6000rpm,114Nm,5,Brown,Revotron Engine,1199,114Nm@3500rpm,3.0,4.0,DOHC,MPFi,77 X 85.8 mm,10.8:1,No,No,3746mm,1647mm,1535mm,2400mm,1400mm,1420mm,1012kg,,5 Speed,FWD,5,Power,4.9 meters,Disc,Drum,150 kmph,14.3 Seconds,Tubeless,5,242-litres,,,,Bangalore
0,Diesel,Sedan,400,Automatic,1,1st Owner,Mercedes-Benz E-Class,2022,₹ 79.90 Lakh,2925 cc,Diesel,Third Party,400 Kms,First Owner,KA51,Jul 2022,5 Seats,Automatic,2022,,2925 CC,281.61bhp@3400-4600rpm,600Nm,5,White,3.0 L in-line 6 cylinder engine,2925,600Nm@1200-3200rpm,6.0,4.0,,Direct Injection,,,Yes,,5075mm,2065mm,1495mm,3079mm,1595mm,1597mm,1980,,9-Speed,,5,Electric,,Ventilated Disc,ventilated disc,250kmph,6.1 Seconds,,4,,18,18,,Bangalore
0,Petrol,Hatchback,"60,000",Manual,2,2nd Owner,Maruti Alto,2008,₹ 2.50 Lakh,796 cc,Petrol,Third Party insurance,60000 Kms,Second Owner,KA19,2008,5 Seats,Manual,2008,19.7 kmpl,796 CC,46.3bhp@6200rpm,62Nm,5,Others,In-Line Engine,796,62Nm@3000rpm,3.0,4.0,SOHC,MPFI,68.5 x 72.0 mm,,No,No,3495mm,1475mm,1460mm,2360mm,1295mm,1290mm,705kg,1140kg,5 Speed,FWD,5,Power,4.6m,Disc,Drum,137km/hr,17.7 seconds,"Tubeless,Radial",5,,12,12,,Bangalore
0,Petrol,Hatchback,"44,285",Manual,1,1st Owner,Hyundai i20,2019,₹ 7.15 Lakh,1197 cc,Petrol,Third Party insurance,44285 Kms,First Owner,KA50,Aug 2019,5 Seats,Manual,2019,18.6 kmpl,1197 CC,81.86bhp@6000rpm,117nm,5,Grey,Kappa VTVT Petrol Engine,1197,117nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3985mm,1734mm,1505mm,2570mm,,,1120,,5 Speed,FWD,5,Power,5.2 metres,Disc,Drum,170 Kmph,13.2 Seconds,"Tubeless,Radial",5,285,,,,Bangalore
0,Diesel,SUV,"1,00,000",Automatic,2,2nd Owner,Mercedes-Benz GL-Class,2014,₹ 35 Lakh,2987 cc,Diesel,Third Party insurance,100000 Kms,Second Owner,KA05,2014,7 Seats,Automatic,2014,11.3 kmpl,2987 CC,254.8bhp@3600rpm,619Nm,7,Others,V-Type Diesel Engine,2987,619Nm@1600-2400rpm,6.0,4.0,DOHC,CRDI,83 x 92 mm,17.7:1,Yes,No,5120mm,2141mm,1850mm,3075mm,1655mm,1675mm,2535kg,,7 Speed,AWD,7,Power,6.2 metres,Disc,Disc,220 Kmph,7.9 Seconds,"Tubeless,Radial",5,680-litres,19,19,,Bangalore
0,Diesel,SUV,"25,000",Automatic,1,1st Owner,Tata New Safari,2021,₹ 22.50 Lakh,1956 cc,Diesel,Comprehensive,25000 Kms,First Owner,KA03,Jul 2021,6 Seats,Automatic,2021,14.08 kmpl,1956 CC,167.67bhp@3750rpm,350Nm,6,White,Kryotec 2.0 L Turbocharged Engine,1956,350Nm@1750-2500rpm,4.0,4.0,,,,,Yes,,4661mm,1894mm,1786mm,2741mm,,,1825kg,,6-Speed,,6,Power,,Disc,Disc,,,"Tubeless, Radial",5,73,18,18,,Bangalore
0,Petrol,Hatchback,"36,735",Manual,1,1st Owner,Hyundai Grand i10,2018,₹ 6.25 Lakh,1197 cc,Petrol,Comprehensive,36735 Kms,First Owner,KA03,Jan 2019,5 Seats,Manual,2018,18.9 kmpl,1197 CC,81.86bhp@6000rpm,113.75nm,5,Blue,Kappa VTVT Petrol Engine,1197,113.75nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3765mm,1660mm,1520mm,2425mm,1479mm,1493mm,1060,,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,165 Kmph,12.9 Seconds,Tubeless,5,256,14,14,,Bangalore
0,Diesel,SUV,"79,000",Automatic,1,1st Owner,Audi Q7,2015,₹ 26.95 Lakh,2967 cc,Diesel,Comprehensive,79000 Kms,First Owner,KA03,Jul 2015,7 Seats,Automatic,2015,12.07 kmpl,2967 CC,241.4bhp@3800-4400rpm,550Nm,7,White,V-Type Diesel Engine,2967,550Nm@1750-2750rpm,6.0,4.0,DOHC,CRDI,,,Yes,No,5089mm,2177mm,1737mm,3002mm,1651mm,1681mm,2345kg,2995kg,8 Speed Tiptronic,AWD,7,Power,6.0 metres,Ventilated Disc,Ventilated Disc,215 Kmph,7.8 Seconds,"Tubeless,Radial",5,330-litres,18,18,,Bangalore
0,Diesel,SUV,"1,20,000",Manual,2,2nd Owner,Mahindra Scorpio,2010,₹ 6.50 Lakh,2179 cc,Diesel,Third Party insurance,120000 Kms,Second Owner,KA01,2010,8 Seats,Manual,2010,12.05 kmpl,2179 CC,120bhp@4000rpm,290Nm,8,Gray,mHawk CRDe Engine,2179,290Nm@1800-2800rpm,4.0,4.0,,CRDi,,,Yes,No,4430mm,1817mm,1975mm,2680mm,,,1970,2510kg,5 Speed,FWD,8,Power,5.6 metres,Disc,Drum,,,"Tubeless,Radial",5,,16,16,,Bangalore
0,Petrol,Hatchback,"10,000",Automatic,1,1st Owner,Renault KWID,2022,₹ 5.50 Lakh,999 cc,Petrol,Third Party insurance,10000 Kms,First Owner,KA02,2022,5 Seats,Automatic,2022,22 kmpl,999 CC,67bhp@5500rpm,91Nm,5,Others,Petrol Engine,999,91Nm@4250rpm,3.0,4.0,DOHC,MPFi,,,No,No,3731mm,1579mm,1474mm,2422mm,,,750,,5 Speed,FWD,5,Electric,4.9 metres,Disc,Drum,,,"Tubeless,Radial",5,279,,,,Bangalore
0,Diesel,SUV,"53,645",Manual,1,1st Owner,Tata Nexon,2018,₹ 8.25 Lakh,1497 cc,Diesel,Comprehensive,53645 Kms,First Owner,KA05,Oct 2018,5 Seats,Manual,2018,21.5 kmpl,1497 CC,108.5bhp@3750rpm,260Nm,5,White,"Revotorq, 1.5L Turbocharged engine",1497,260Nm@1500-2750rpm,4.0,4.0,DOHC,CDI,76x82.5,,Yes,No,3994mm,1811mm,1607mm,2498mm,1540 mm,1530 mm,1305Kg,,6 Speed,FWD,5,Power,5.1m,Disc,Drum,154.19 kmph,13.25 Seconds,Tubeless Radial Tyres,5,350,,,209 mm,Bangalore
0,Petrol,Hatchback,"1,00,000",Manual,2,2nd Owner,Hyundai Getz,2006,₹ 2.20 Lakh,1341 cc,Petrol,Third Party insurance,100000 Kms,Second Owner,KA04,2006,5 Seats,Manual,2006,15.3 kmpl,1341 CC,83 PS @ 5500 rpm ,115 Nm ,5,Others,In-Line Engine,1341,115 Nm @ 3200 rpm ,4.0,3.0,DOHC,PFI,71.5 x 81.5 mm,10:01,No,No,3810mm,1665mm,1515mm,2455mm,1450mm,1440mm,1095kg,1500kg,5 Speed,,5,Power,5 m,Ventilated Disc,Drum,166 kmph,14.7 seconds,"Tubeless,Radial",5,,13,13,,Bangalore
0,Petrol,Hatchback,"53,982",Automatic,1,1st Owner,Maruti Celerio,2014,₹ 4.28 Lakh,998 cc,Petrol,Comprehensive,53982 Kms,First Owner,KA53,Oct 2014,5 Seats,Automatic,2014,26.68 kmpl,998 CC,65.71bhp@5500rpm,89Nm,5,Others,K10C,998,89Nm@3500rpm,3.0,4.0,,,,,,,3695mm,1655,1555,2435,1430,1440,815,1260,5-Speed,,5,Electric,,Ventilated Disc,Drum,,,"Tubeless, Radial",5,313,,,,Bangalore
0,Diesel,Sedan,"1,10,000",Manual,1,1st Owner,Skoda Rapid,2014,₹ 6.95 Lakh,1498 cc,Diesel,Third Party insurance,110000 Kms,First Owner,KA41,2014,5 Seats,Manual,2014,21.14 kmpl,1498 CC,103.52bhp@4400rpm,250Nm,5,Black,Diesel Engine,1498,250Nm@1500-2500rpm,4.0,4.0,DOHC,Direct Injection,,,Yes,No,4386mm,1699mm,1466mm,2552mm,,,1206kg,1760kg,5 Speed,FWD,5,Power,5.3 metres,Disc,Drum,183 Kmph,11 Seconds,"Tubeless,Radial",4,460-litres,15,15,,Bangalore
0,Petrol,SUV,"37,741",Manual,2,2nd Owner,Ford Ecosport,2019,₹ 9.30 Lakh,1496 cc,Petrol,Third Party insurance,37741 Kms,Second Owner,KA04,Feb 2019,5 Seats,Manual,2019,15.9 kmpl,1496 CC,120.69bhp@6500rpm,149Nm,5,White,Ti-VCT Petrol Engine,1496,149Nm@4500rpm,3.0,4.0,DOHC,Direct Injection,79 X 76.5 mm,11.0:1,No,No,3998mm,1765mm,1647mm,2519mm,,,1225Kg,1660Kg,5 Speed,FWD,5,Electric,5.3 metres,Ventilated Disc,Drum,,,"Tubeless,Radial",4,352-litres,R16,R16,,Bangalore
0,Petrol,Hatchback,"17,367",Manual,1,1st Owner,Maruti Alto 800,2021,₹ 4.55 Lakh,796 cc,Petrol,Comprehensive,17367 Kms,First Owner,KA66,Aug 2021,5 Seats,Manual,2021,22.05 kmpl,796 CC,47.33bhp@6000rpm,69Nm,5,Silver,F8D Petrol Engine,796,69Nm@3500rpm,3.0,4.0,,,,,,,3445mm,1515mm,1475mm,2360mm,1295mm,1290mm,762kg,1185kg,5 Speed,,5,,4.6,Disc,Drum,,,Tubeless Tyres,5,,,,,Bangalore
0,Diesel,SUV,"94,000",Manual,1,1st Owner,Hyundai Creta,2017,₹ 11.95 Lakh,1582 cc,Diesel,Comprehensive,94000 Kms,First Owner,KA03,Jun 2017,5 Seats,Manual,2017,19.67 kmpl,1582 CC,126.2bhp@4000rpm,259.9Nm,5,Grey,U2 CRDI VGT Engine,1582,259.9Nm@1900-2750rpm,4.0,4.0,DOHC,CRDi,,,Yes,No,4270mm,1780mm,1630mm,2590mm,,,1320,,6 Speed,FWD,5,Power,5.3 metres,Disc,Drum,190 Kmph,10.5 Seconds,Tubeless,5,400-litres,16,16,,Bangalore
0,Diesel,SUV,"33,700",Automatic,1,1st Owner,Tata Harrier,2021,₹ 21.75 Lakh,1956 cc,Diesel,Comprehensive,33700 Kms,First Owner,KA20,Apr 2021,5 Seats,Automatic,2021,14.6 kmpl,1956 CC,167.67bhp@3750rpm,350Nm,5,Grey,Kryotec 2.0 L Turbocharged Engine,1956,350Nm@1750-2500rpm,4.0,4.0,,,,,Yes,,4598mm,1894mm,1706mm,2741mm,,,1700,,6-Speed,,5,Power,,Disc,Disc,,,"Tubeless, Radial",5,425,17,17,,Bangalore
0,Petrol,Hatchback,"54,601",Manual,3,3rd Owner,Maruti Swift,2014,₹ 4.42 Lakh,1197 cc,Petrol,Comprehensive,54601 Kms,Third Owner,KA53,Jul 2014,5 Seats,Manual,2014,22.38 kmpl,1197 CC,88.50bhp@6000rpm,113Nm,5,White,K Series Dual jet,1197,113Nm@4400rpm,4.0,4.0,,,,,,,3845mm,1735,1530,2450,1530,1530,875-905,1335,5-Speed,,5,Electric,4.8,Disc,Drum,,,"Radial, Tubeless",5,268,,,,Bangalore
0,Diesel,Hatchback,"1,10,000",Manual,1,1st Owner,Maruti Swift,2018,₹ 6.90 Lakh,1248 cc,Diesel,Third Party insurance,110000 Kms,First Owner,KA03,2018,5 Seats,Manual,2018,28.4 kmpl,1248 CC,74bhp@4000rpm,190Nm,5,Others,DDiS 190 Engine,1248,190Nm@2000rpm,4.0,4.0,,CRDi,,,Yes,No,3840mm,1735mm,1530mm,2450mm,1530mm,1530mm,960Kg,1405Kg,5,,5,Power,4.8 Meters,Disc,Drum,,,Tubeless,5,268-litres,,,,Bangalore
0,Petrol,Hatchback,"64,000",Manual,2,2nd Owner,Maruti Celerio,2017,₹ 5 Lakh,998 cc,Petrol,Third Party,64000 Kms,Second Owner,KA03,Nov 2017,5 Seats,Manual,2017,23.1 kmpl,998 CC,67.04bhp@6000rpm,90Nm,5,Red,K10B Engine,998,90Nm@3500rpm,3.0,4.0,DOHC,MPFi,73 X 82 mm,11.0:1,No,No,3715mm,1635mm,1565mm,2425mm,1420mm,1410mm,850kg,1250kg,5 Speed ,FWD,5,Power,4.7 metres,Ventilated Disc,Drum,150 Kmph,15.05 Seconds,"Tubeless, Radial",5,235-litres,14,14,,Bangalore
0,Diesel,Sedan,"40,525",Automatic,1,1st Owner,BMW 3 Series GT,2016,₹ 33.95 Lakh,1995 cc,Diesel,Comprehensive,40525 Kms,First Owner,KA51,Nov 2016,5 Seats,Automatic,2016,21.76 kmpl,1995 CC,188bhp@4000rpm,400Nm,5,White,TwinPower Turbo 4-Cylinder Diesel Engine,1995,400Nm@1750-2500rpm,4.0,4.0,DOHC,CRDi,,,Yes,No,4824mm,1828mm,1508mm,2920 mm,1541 mm,1581 mm,1720,,8 Speed,RWD,5,Power,5.5 metres,Disc,Disc,226 Kmph,7.7 Seconds,Run-Flat,4,520,18,18,,Bangalore
0,Diesel,Sedan,"1,00,000",Manual,1,1st Owner,Maruti Ciaz,2015,₹ 6.50 Lakh,1248 cc,Diesel,Third Party insurance,100000 Kms,First Owner,KA05,2015,5 Seats,Manual,2015,26.21 kmpl,1248 CC,88.5bhp@4000rpm,200Nm,5,White,DDIS 200 Engine,1248,200Nm@1750rpm,4.0,4.0,DOHC,CRDI,69.6 X 82mm,10.1,Yes,No,4490mm,1730mm,1485mm,2650mm,1495mm,1505mm,1105kg,1585kg,5 Speed,FWD,5,Power,5.4 metres,Ventilated Discs,Drum,160 kmph,15 Seconds,"Tubeless, Radial",4,510-litres,,,,Bangalore
0,Petrol,Hatchback,"44,154",Automatic,2,2nd Owner,Honda Jazz,2016,₹ 5.37 Lakh,1199 cc,Petrol,Comprehensive,44154 Kms,Second Owner,KA03,Nov 2016,5 Seats,Automatic,2016,19 kmpl,1199 CC,88.7bhp@6000rpm,110Nm,5,White,i-VTEC Petrol Engine,1199,110Nm@4800rpm,4.0,4.0,SOHC,PGM - Fi,,,No,No,3955mm,1694mm,1544mm,2530mm,,,1066kg,,5 Speed,FWD,5,Power,5.1 meters,Disc,Drum,172 Kmph,13.7 Seconds,"Tubeless,Radial",5,354-litres,15,15,,Bangalore
0,Diesel,MUV,"70,000",Manual,1,1st Owner,Renault Lodgy,2016,₹ 7.50 Lakh,1461 cc,Diesel,Third Party insurance,70000 Kms,First Owner,KA52,2016,7 Seats,Manual,2016,19.98 kmpl,1461 CC,108.5bhp@4000rpm,245Nm,7,White,dCI Engine,1461,245Nm@1750rpm,4.0,4.0,DOHC,CRDi,,,Yes,No,4498mm,1751mm,1697mm,2810mm,1490mm,1478mm,1360kg,,6 Speed,FWD,7,Power,5.55 metres,Ventilated Disc,Drum,170 Kmph,13 Seconds,Tubeless,5,207-litres,15,15,,Bangalore
0,Petrol,Sedan,"79,000",Automatic,1,1st Owner,Skoda Octavia,2018,₹ 17.90 Lakh,1798 cc,Petrol,Comprehensive,79000 Kms,First Owner,KA04,Jul 2018,5 Seats,Automatic,2018,15.1 kmpl,1798 CC,178bhp@5100-6200rpm,250Nm,5,White,1.8TSI Petrol Engine,1798,250Nm@1250-5000rpm,4.0,4.0,DOHC,Direct Injection,82.5 x 84.2 mm,9.6:1,Yes,No,4670mm,1814mm,1476mm,2688mm,1539mm,1534mm,1376kg,1860kg,7 Speed,FWD,5,Power,5.2 metres,Disc,Disc,220 Kmph,8.26 Seconds,"Tubeless,Radial",4,590,16,16,155mm,Bangalore
0,Petrol,Hatchback,"68,039",Manual,2,2nd Owner,Tata Tiago,2017,₹ 4.68 Lakh,1199 cc,Petrol,Third Party insurance,68039 Kms,Second Owner,KA51,Jan 2018,5 Seats,Manual,2017,23.84 kmpl,1199 CC,84bhp@6000rpm,114Nm,5,Orange,Revotron Engine,1199,114Nm@3500rpm,3.0,4.0,DOHC,MPFi,77 X 85.8 mm,10.8:1,No,No,3746mm,1647mm,1535mm,2400mm,1400mm,1420mm,980kg,,5 Speed,FWD,5,Power,4.9 meters,Disc,Drum,150 kmph,14.3 Seconds,Tubeless,5,242-litres,,,,Bangalore
0,Petrol,Hatchback,"60,000",Manual,2,2nd Owner,Maruti Ritz,2014,₹ 4.20 Lakh,1197 cc,Petrol,Third Party insurance,60000 Kms,Second Owner,KA04,2014,5 Seats,Manual,2014,18.5 kmpl,1197 CC,85.80bhp@6000rpm,114Nm,5,Silver,K Series Petrol Engine,1197,114Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3775mm,1680mm,1620mm,2360mm,1470mm,1480mm,1015kg,1430kg,5 Speed,FWD,5,Power,4.7 metres,Ventilated Disc,Drum,156 Kmph,15 Seconds,"Tubeless,Radial",5,236-liters,,,,Bangalore
0,Petrol,Hatchback,"60,000",Manual,2,2nd Owner,Maruti Ritz,2014,₹ 4.20 Lakh,1197 cc,Petrol,Third Party insurance,60000 Kms,Second Owner,KA03,2014,5 Seats,Manual,2014,18.5 kmpl,1197 CC,85.80bhp@6000rpm,114Nm,5,Silver,K Series Petrol Engine,1197,114Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3775mm,1680mm,1620mm,2360mm,1470mm,1480mm,1015kg,1430kg,5 Speed,FWD,5,Power,4.7 metres,Ventilated Disc,Drum,156 Kmph,15 Seconds,"Tubeless,Radial",5,236-liters,,,,Bangalore
0,Petrol,Hatchback,"10,000",Manual,1,1st Owner,Hyundai i20,2021,₹ 9.20 Lakh,998 cc,Petrol,Third Party insurance,10000 Kms,First Owner,KA51,2021,5 Seats,Manual,2021,20 kmpl,998 CC,118.36bhp@6000rpm,171.62nm,5,Others,1.0 l Turbo GDi petrol,998,171.62nm@1500-4000rpm,3.0,4.0,,,,,Yes,,3995mm,1775mm,1505mm,2580mm,,,1260,,6 Speed IMT,,5,Electric,,Disc,Drum,,,"Tubeless, Radial",5,311,16,16,,Bangalore
0,Petrol,Sedan,"49,873",Manual,1,1st Owner,Honda City,2013,₹ 5.33 Lakh,1497 cc,Petrol,Third Party,49873 Kms,First Owner,KA53,Jan 2013,5 Seats,Manual,2013,16.8 kmpl,1497 CC,116.3bhp@6600rpm,146Nm,5,Yellow,SOHC i-VTEC,1497,146Nm@4800rpm,4.0,4.0,SOHC,EFI(Electronic Fuel Injection),,,No,No,4440mm,1695mm,1485mm,2550mm,,,1095kg,,5 Speed,FWD,5,Power,5.3metres,Disc,Drum,,,"Tubeless,Radial",4,506-litres,15,15,,Bangalore
0,Petrol,Hatchback,"90,000",Automatic,3,3rd Owner,Volkswagen Polo,2013,₹ 8.50 Lakh,1197 cc,Petrol,Third Party insurance,90000 Kms,Third Owner,KA04,2013,5 Seats,Automatic,2013,17.2 kmpl,1197 CC,103.6bhp@5000rpm,175Nm,5,Others,TSi Petrol Engine ,1197,175Nm@1500-4100rpm,4.0,4.0,,MPFI ,,,Yes,No,3970mm,1682mm,1453mm,2456mm,1463mm,1463mm,1380,,7 Speed,FWD,5,Power,4.97 metres,Disc,Drum,,,"Tubeless,Radial",5,,15,15,,Bangalore
0,Diesel,Sedan,"48,960",Manual,2,2nd Owner,Skoda Rapid,2017,₹ 7.51 Lakh,1498 cc,Diesel,Third Party insurance,48960 Kms,Second Owner,KA53,Jun 2017,5 Seats,Manual,2017,21.13 kmpl,1498 CC,108.6bhp@4000rpm,250Nm,5,Silver,Diesel Engine,1498,250Nm@1500-2500rpm,4.0,4.0,DOHC,Direct Injection,,,Yes,No,4413mm,1699mm,1466mm,2552mm,,,1192kg,1750Kg,5 Speed,FWD,5,Power,5.3 meters,Disc,Drum,185kmph,,"Tubeless,Radial",4,460,15,15,120mm,Bangalore
0,Diesel,Hatchback,"70,000",Manual,2,2nd Owner,Hyundai Grand i10,2014,₹ 3.88 Lakh,1120 cc,Diesel,Third Party insurance,70000 Kms,Second Owner,KA01,2014,5 Seats,Manual,2014,24 kmpl,1120 CC,70bhp@4000rpm,160Nm,5,Others,U2 CRDi  Diesel Engine,1120,160Nm@1500-2750rpm,3.0,4.0,DOHC,CRDi,,,No,No,3765mm,1660mm,1520mm,2425mm,1479mm,1493mm,1025kg,,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,157 Kmph,15.6 Seconds,Tubeless,5,256-liters,,,,Bangalore
0,Petrol,Hatchback,"68,000",Manual,2,2nd Owner,Hyundai i20,2013,₹ 4.90 Lakh,1197 cc,Petrol,Comprehensive,68000 Kms,Second Owner,KA03,Aug 2013,5 Seats,Manual,2013,18.5 kmpl,1197 CC,82.85bhp@6000rpm,113.7Nm,5,Silver,Kappa VTVT Petrol Engine,1197,113.7Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3995mm,1710mm,1505mm,2525mm,1505mm,1503mm,1040,,5 Speed,FWD,5,Power,,Disc,Drum,,,"Tubeless,Radial",5,,14,14,,Bangalore
0,Diesel,SUV,"23,017",Manual,1,1st Owner,Mahindra KUV 100,2016,₹ 4.94 Lakh,1198 cc,Diesel,Third Party,23017 Kms,First Owner,KA03,Nov 2016,6 Seats,Manual,2016,25.32 kmpl,1198 CC,77bhp@3750rpm,190Nm,6,Orange,mFALCON D75 Engine,1198,190Nm@1750-2250rpm,3.0,4.0,DOHC,CRDi,,,Yes,No,3675mm,1715mm,1655mm,2385mm,1490mm,1490mm,1135,,5 Speed,FWD,6,Power,5.05 metres,Disc,Drum,160 kmph,14.5 seconds,"Tubeless,Radial",5,243-litres,,,,Bangalore
