bt,ownerNo,modelYear,price,Fuel Type,Insurance Validity,Kms Driven,Transmission,Year of Manufacture,Mileage,Gear Box,City
Hatchback,1,2013,₹ 2.20 Lakh,Petrol,Comprehensive,79955 Kms,Manual,2020.0,21.1 kmpl,5 Speed,Kolkata
Hatchback,1,2018,₹ 4.95 Lakh,Petrol,Comprehensive,25910 Kms,Manual,2021.0,22 kmpl,5,Kolkata
SUV,2,2017,₹ 8.90 Lakh,Diesel,Third Party insurance,44446 Kms,Manual,2018.0,15.4 kmpl,5 Speed,Kolkata
Sedan,1,2020,₹ 35 Lakh,Diesel,Third Party,30658 Kms,Automatic,2017.0,19.27 kmpl,7 Speed,Kolkata
Hatchback,2,2018,₹ 2.79 Lakh,Petrol,Comprehensive,44000 Kms,Manual,2010.0,21.1 kmpl,5 Speed,Kolkata
Hatchback,1,2018,₹ 4.24 Lakh,Diesel,Third Party insurance,55073 Kms,Manual,2018.0,27.28 kmpl,5 Speed,Kolkata
Sedan,1,2017,₹ 5.95 Lakh,Petrol,Comprehensive,43886 Kms,Manual,2017.0,17.8 kmpl,5 Speed,Kolkata
Hatchback,1,2017,₹ 3.52 Lakh,Petrol,Third Party insurance,20000 Kms,Manual,2020.0,23.84 kmpl,5 Speed,Kolkata
Sedan,1,2012,₹ 4.81 Lakh,Petrol,Zero Dep,118569 Kms,Automatic,2016.0,14.53 kmpl,7 Speed,Kolkata
MUV,1,2022,₹ 10.90 Lakh,Diesel,Comprehensive,30000 Kms,Manual,2015.0,17.3 kmpl,6 Speed,Kolkata
Sedan,2,2016,₹ 4.64 Lakh,Petrol,Comprehensive,18060 Kms,Manual,2019.0,17.8 kmpl,5 Speed,Kolkata
Sedan,1,2014,₹ 3.40 Lakh,Diesel,Third Party insurance,94042 Kms,Manual,2017.0,20.34 kmpl,5 Speed,Kolkata
Hatchback,1,2019,₹ 3.52 Lakh,Petrol,Third Party insurance,90438 Kms,Manual,2017.0,24.7 kmpl,5 Speed,Kolkata
Sedan,1,2014,₹ 3.19 Lakh,Petrol,Third Party insurance,120000 Kms,Manual,2017.0,18 kmpl,5 Speed,Kolkata
SUV,1,2017,₹ 10.75 Lakh,Diesel,Third Party insurance,80000 Kms,Manual,2010.0,15.4 kmpl,5 Speed,Kolkata
Hatchback,2,2009,₹ 1.40 Lakh,Petrol,Third Party insurance,50000 Kms,Manual,2015.0,18.9 kmpl,5 Speed,Kolkata
Hatchback,1,2009,₹ 1.25 Lakh,Petrol,Third Party insurance,60000 Kms,Manual,2010.0,17.92 kmpl,5 Speed,Kolkata
SUV,1,2018,₹ 12 Lakh,Diesel,Third Party,70000 Kms,Manual,2013.0,17.1 kmpl,6 Speed,Kolkata
Hatchback,3,2010,₹ 1.60 Lakh,Petrol,Comprehensive,30000 Kms,Manual,2014.0,18.5 kmpl,5 Speed,Kolkata
Hatchback,2,2010,₹ 1.20 Lakh,Petrol,Third Party insurance,975000 Kms,Manual,2011.0,19.5 kmpl,,Kolkata
SUV,2,2020,₹ 14.99 Lakh,Petrol,Comprehensive,55000 Kms,Automatic,2014.0,13.96 kmpl,6 Speed,Kolkata
SUV,1,2021,₹ 9.75 Lakh,Petrol,Third Party,30000 Kms,Manual,2013.0,18.2 kmpl,6-Speed iMT,Kolkata
SUV,1,2018,₹ 9.99 Lakh,Diesel,Third Party insurance,104900 Kms,Manual,2014.0,19.67 kmpl,6 Speed,Kolkata
Sedan,1,2017,₹ 25 Lakh,Diesel,Comprehensive,24092 Kms,Automatic,2015.0,19.27 kmpl,7 Speed,Kolkata
Hatchback,1,2010,₹ 1.96 Lakh,Petrol,Third Party insurance,90000 Kms,Manual,2022.0,20.36 kmpl,5 Speed,Kolkata
Sedan,2,2018,₹ 6.83 Lakh,Petrol,Third Party insurance,28519 Kms,Manual,2014.0,17.1 kmpl,6 Speed,Kolkata
Sedan,2,2017,₹ 5 Lakh,Diesel,Comprehensive,88785 Kms,Manual,2010.0,26.59 kmpl,5 Speed,Kolkata
Hatchback,1,2020,₹ 6.49 Lakh,Petrol,Third Party insurance,90000 Kms,Manual,2015.0,19.33 kmpl,5-Speed,Kolkata
Hatchback,1,2016,₹ 3.86 Lakh,Petrol,Third Party,79755 Kms,Manual,2021.0,18.7 kmpl,5 Speed,Kolkata
Hatchback,2,2015,₹ 3 Lakh,Petrol,Comprehensive,80000 Kms,Manual,2017.0,16.2 kmpl,5 Speed,Kolkata
MUV,1,2019,₹ 8.88 Lakh,Diesel,Third Party insurance,68832 Kms,Manual,2020.0,17.6 kmpl,6 Speed,Kolkata
Hatchback,2,2017,₹ 5.60 Lakh,Petrol,Third Party insurance,70857 Kms,Manual,2017.0,18.6 kmpl,5 Speed,Kolkata
Hatchback,2,2017,₹ 4.36 Lakh,Petrol,Third Party insurance,50000 Kms,Manual,2020.0,18.15 kmpl,5 Speed,Kolkata
SUV,2,2017,₹ 10.32 Lakh,Diesel,Third Party insurance,80000 Kms,Manual,2021.0,16.3 kmpl,6 Speed,Kolkata
Sedan,3,2010,₹ 2.70 Lakh,Petrol,Third Party insurance,110000 Kms,Manual,2023.0,17 kmpl,5 Speed,Kolkata
Sedan,1,2015,₹ 4.75 Lakh,Diesel,Third Party insurance,60000 Kms,Manual,2015.0,26.21 kmpl,5 Speed,Kolkata
Hatchback,2,2010,₹ 1.40 Lakh,Diesel,Comprehensive,70000 Kms,Manual,2021.0,21.1 kmpl,5-Speed,Kolkata
Hatchback,1,2013,₹ 3.20 Lakh,Petrol,Third Party insurance,100000 Kms,Manual,2020.0,20.51 kmpl,5 Speed,Kolkata
Hatchback,2,2014,₹ 3.40 Lakh,Petrol,Comprehensive,38000 Kms,Manual,2019.0,18.9 kmpl,5 Speed,Kolkata
Sedan,2,2011,₹ 2.50 Lakh,Petrol,Third Party insurance,60000 Kms,Manual,2018.0,17.5 kmpl,5 Speed,Kolkata
Sedan,1,2014,₹ 3.25 Lakh,Petrol,Comprehensive,55000 Kms,Manual,2018.0,19.1 kmpl,5 Speed ,Kolkata
Hatchback,5,2013,₹ 2.60 Lakh,Petrol,Comprehensive,60000 Kms,Manual,2021.0,18.5 kmpl,5 Speed,Kolkata
MUV,2,2014,₹ 7.99 Lakh,Diesel,Third Party insurance,4034 Kms,Manual,2022.0,12.99 kmpl,5 Speed,Kolkata
Sedan,1,2015,₹ 4 Lakh,Petrol,Comprehensive,28614 Kms,Manual,2022.0,19.1 kmpl,5 Speed ,Kolkata
SUV,1,2022,₹ 9.56 Lakh,Petrol,Comprehensive,60000 Kms,Manual,2018.0,18.27 kmpl,6-Speed,Kolkata
Hatchback,2,2014,₹ 2.10 Lakh,Diesel,Comprehensive,34895 Kms,Manual,2017.0,25.44 kmpl,5 Speed,Kolkata
Hatchback,1,2010,₹ 2.40 Lakh,Petrol,Comprehensive,5891 Kms,Manual,2012.0,18.9 kmpl,5 Speed,Kolkata
Hatchback,1,2015,₹ 2.39 Lakh,Petrol,Third Party insurance,28204 Kms,Manual,2018.0,22.74 kmpl,5 Speed,Kolkata
Hatchback,1,2021,₹ 8.61 Lakh,Petrol,Comprehensive,17776 Kms,Automatic,2014.0,19.56 kmpl,CVT,Kolkata
Sedan,2,2017,₹ 35 Lakh,Petrol,Comprehensive,66000 Kms,Automatic,2017.0,12 kmpl,7 Speed,Kolkata
Hatchback,2,2020,₹ 5.98 Lakh,Petrol,Third Party insurance,10667 Kms,Automatic,2014.0,20.89 kmpl,5 Speed,Kolkata
Sedan,1,2017,₹ 7.50 Lakh,Diesel,Comprehensive,27218 Kms,Manual,2014.0,26 kmpl,6 Speed,Kolkata
Hatchback,1,2020,₹ 5.59 Lakh,Petrol,Third Party insurance,170 Kms,Automatic,2015.0,20.52 kmpl,5 Speed,Kolkata
SUV,1,2021,₹ 10.35 Lakh,Diesel,Comprehensive,28000 Kms,Manual,2014.0,18.4 kmpl,6-Speed,Kolkata
Coupe,1,2023,₹ 58.95 Lakh,Petrol,Comprehensive,12300 Kms,Automatic,2011.0,15.39 kmpl,8 Speed,Kolkata
Hatchback,1,2015,₹ 2.59 Lakh,Petrol,Comprehensive,10372 Kms,Manual,2020.0,18.16 kmpl,5 Speed,Kolkata
Coupe,2,2021,₹ 59.50 Lakh,Petrol,Third Party insurance,6000 Kms,Automatic,2019.0,,8-speed tiptronic,Kolkata
SUV,2,2020,₹ 13 Lakh,Petrol,Comprehensive,30022 Kms,Automatic,2018.0,,IVT,Kolkata
Hatchback,1,2019,₹ 6.50 Lakh,Petrol,Zero Dep,47000 Kms,Manual,2015.0,21.4 kmpl,5 Speed,Kolkata
SUV,1,2018,₹ 10.99 Lakh,Petrol,Zero Dep,50247 Kms,Automatic,2008.0,14.1 kmpl,7 Speed,Kolkata
SUV,1,2018,₹ 9.99 Lakh,Petrol,Third Party insurance,2704 Kms,Automatic,2009.0,16 kmpl,7 Speed,Kolkata
SUV,2,2021,₹ 54 Lakh,Diesel,Third Party,14425 Kms,Automatic,2017.0,,9-speed automatic,Kolkata
Hatchback,1,2022,₹ 5.53 Lakh,Petrol,Comprehensive,40000 Kms,Manual,2017.0,21.7 kmpl,5 Speed,Kolkata
Hatchback,1,2022,₹ 6.32 Lakh,Petrol,Third Party insurance,32488 Kms,Manual,2019.0,24.97 kmpl,5-Speed,Kolkata
Hatchback,1,2018,₹ 3.30 Lakh,Petrol,Comprehensive,73949 Kms,Manual,2010.0,20.89 kmpl,5 Speed,Kolkata
Sedan,2,2017,₹ 6.90 Lakh,Petrol,Third Party insurance,40000 Kms,Automatic,2016.0,18.19 kmpl,7 Speed,Kolkata
Hatchback,2,2012,₹ 2.19 Lakh,Petrol,Comprehensive,55920 Kms,Manual,2018.0,19.4 kmpl,5 Speed,Kolkata
Hatchback,1,2018,₹ 3.50 Lakh,Petrol,Comprehensive,30000 Kms,Automatic,2011.0,23.1 kmpl,5 Speed,Kolkata
Hatchback,2,2014,₹ 3.38 Lakh,Petrol,Third Party insurance,33805 Kms,Manual,2022.0,18.9 kmpl,5 Speed,Kolkata
SUV,1,2017,₹ 5 Lakh,Petrol,Third Party insurance,73781 Kms,Manual,2022.0,17 kmpl,5 Speed,Kolkata
Hatchback,1,2014,₹ 4.08 Lakh,Petrol,Third Party,50000 Kms,Manual,2018.0,22.38 kmpl,5-Speed,Kolkata
Sedan,1,2014,₹ 2.89 Lakh,Petrol,Third Party insurance,65000 Kms,Manual,2019.0,19.1 kmpl,5 Speed ,Kolkata
Hatchback,2,2015,₹ 2.30 Lakh,Petrol,Third Party insurance,48072 Kms,Manual,2018.0,22.74 kmpl,5 Speed,Kolkata
Hatchback,1,2014,₹ 3.95 Lakh,Petrol,Comprehensive,75420 Kms,Manual,2010.0,18.6 kmpl,5 Speed,Kolkata
Hatchback,2,2011,₹ 2.20 Lakh,Petrol,Third Party insurance,16100 Kms,Manual,2010.0,18.5 kmpl,5 Speed,Kolkata
SUV,1,2020,₹ 12 Lakh,Petrol,Third Party insurance,40722 Kms,Automatic,2008.0,16.5 kmpl,7-Speed DCT,Kolkata
Sedan,2,2019,₹ 30.50 Lakh,Diesel,Third Party insurance,40000 Kms,Automatic,2020.0,12.6 kmpl,9 Speed,Kolkata
SUV,1,2018,₹ 7.25 Lakh,Diesel,Third Party insurance,50000 Kms,Manual,2022.0,24.3 kmpl,5 Speed,Kolkata
Hatchback,1,2015,₹ 4.30 Lakh,Petrol,Comprehensive,50000 Kms,Manual,2018.0,21.21 kmpl,5,Kolkata
Hatchback,1,2008,₹ 2 Lakh,Petrol,Comprehensive,40000 Kms,Manual,2020.0,16.1 kmpl,5 Speed,Kolkata
Hatchback,2,2009,₹ 1.20 Lakh,Petrol,Third Party insurance,3188 Kms,Manual,2015.0,19.5 kmpl,,Kolkata
Sedan,3,2017,₹ 4.70 Lakh,Petrol,Third Party,34233 Kms,Manual,2011.0,17 kmpl,5 Speed,Kolkata
Hatchback,1,2017,₹ 2.96 Lakh,Petrol,Comprehensive,50000 Kms,Manual,2015.0,22.05 kmpl,5 Speed,Kolkata
Hatchback,1,2019,₹ 5.27 Lakh,Petrol,Third Party insurance,51767 Kms,Manual,2019.0,18.6 kmpl,5 Speed,Kolkata
Hatchback,2,2010,₹ 1.40 Lakh,Petrol,Third Party,40965 Kms,Manual,2010.0,,5 Speed,Kolkata
Sedan,1,2016,₹ 5.91 Lakh,Petrol,Third Party insurance,70000 Kms,Automatic,2022.0,18 kmpl,5 Speed CVT,Kolkata
Hatchback,1,2018,₹ 4.80 Lakh,Petrol,Comprehensive,8176 Kms,Manual,2022.0,18.6 kmpl,5 Speed,Kolkata
Sedan,2,2011,₹ 2.50 Lakh,Petrol,Comprehensive,10000 Kms,Manual,2013.0,17.01 kmpl,5 Speed,Kolkata
SUV,2,2022,₹ 8.22 Lakh,Petrol,Third Party insurance,13327 Kms,Manual,2014.0,17.33 kmpl,6 Speed,Kolkata
Hatchback,1,2022,₹ 5.10 Lakh,Petrol,Third Party insurance,57167 Kms,Manual,2019.0,21.74 kmpl,5 Speed,Kolkata
Sedan,2,2018,₹ 6.81 Lakh,Petrol,Third Party insurance,35100 Kms,Manual,2020.0,17.1 kmpl,6 Speed,Kolkata
SUV,2,2019,₹ 7.35 Lakh,Petrol,Third Party insurance,120000 Kms,Automatic,2020.0,14.8 kmpl,6 Speed,Kolkata
Sedan,1,2018,₹ 5.90 Lakh,Petrol,Third Party insurance,60000 Kms,Manual,2022.0,16.09 kmpl,5 Speed,Kolkata
Hatchback,1,2010,₹ 1.70 Lakh,Petrol,Comprehensive,60000 Kms,Manual,2020.0,20.36 kmpl,5 Speed,Kolkata
Hatchback,2,2010,₹ 1.30 Lakh,Petrol,Third Party insurance,30000 Kms,Manual,2021.0,,5 Speed,Kolkata
Sedan,1,2008,₹ 1.70 Lakh,Petrol,Third Party insurance,14000 Kms,Manual,2021.0,14.4 kmpl,5 Speed,Kolkata
Sedan,1,2020,₹ 39.80 Lakh,Diesel,Third Party,10000 Kms,Automatic,2010.0,12.6 kmpl,9 Speed,Kolkata
SUV,0,2022,₹ 22.20 Lakh,Diesel,Third Party insurance,19500 Kms,Manual,2014.0,,6-Speed,Kolkata
Hatchback,1,2018,₹ 4.50 Lakh,Petrol,Third Party insurance,55000 Kms,Manual,2014.0,20.51 kmpl,5 Speed,Kolkata
SUV,2,2020,₹ 47 Lakh,Diesel,Third Party,50000 Kms,Automatic,2011.0,11.2 kmpl,8 Speed,Kolkata
Sedan,1,2015,₹ 4.50 Lakh,Diesel,Third Party insurance,46980 Kms,Manual,2012.0,26.21 kmpl,5 Speed,Kolkata
Sedan,1,2011,₹ 1.90 Lakh,Petrol,Comprehensive,40535 Kms,Manual,2013.0,16.36 kmpl,5 Speed,Kolkata
Sedan,2,2015,₹ 4.94 Lakh,Diesel,Third Party,60020 Kms,Manual,2020.0,23.9 kmpl,6 Speed ,Kolkata
Hatchback,1,2019,₹ 5.35 Lakh,Petrol,Third Party insurance,787 Kms,Manual,2019.0,22.38 kmpl,5-Speed,Kolkata
Hatchback,1,2010,₹ 1.55 Lakh,Petrol,Comprehensive,5870 Kms,Manual,2018.0,17.92 kmpl,5 Speed,Kolkata
Hatchback,1,2022,₹ 5.57 Lakh,Petrol,Third Party insurance,50000 Kms,Automatic,2015.0,22.3 kmpl,5 Speed,Kolkata
Hatchback,1,2022,₹ 6.74 Lakh,CNG,Comprehensive,50714 Kms,Manual,2015.0,34.05 kmpl,,Kolkata
Hatchback,1,2013,₹ 1.80 Lakh,Diesel,Zero Dep,40000 Kms,Manual,2017.0,23.08 kmpl,5 Speed,Kolkata
Hatchback,1,2014,₹ 3.18 Lakh,Petrol,Comprehensive,4187 Kms,Automatic,2019.0,26.68 kmpl,5-Speed,Kolkata
Sedan,1,2019,₹ 5 Lakh,Petrol,Third Party insurance,10164 Kms,Manual,2020.0,20.14 kmpl,5 Speed,Kolkata
Hatchback,1,2020,₹ 4.03 Lakh,Petrol,Comprehensive,13269 Kms,Manual,2012.0,22.05 kmpl,5 Speed,Kolkata
SUV,1,2020,₹ 15.13 Lakh,Petrol,Third Party insurance,90000 Kms,Automatic,2014.0,13.96 kmpl,6 Speed,Kolkata
Sedan,1,2022,₹ 10.30 Lakh,Petrol,Comprehensive,16000 Kms,Manual,2017.0,17.7 kmpl,6 Speed,Kolkata
SUV,1,2020,₹ 15.30 Lakh,Diesel,Third Party insurance,60000 Kms,Manual,2016.0,15.4 kmpl,6 Speed,Kolkata
Sedan,1,2021,₹ 10.50 Lakh,Petrol,Third Party insurance,47114 Kms,Manual,2015.0,17.7 kmpl,6 Speed,Kolkata
Sedan,1,2021,₹ 8.10 Lakh,Petrol,Third Party insurance,50000 Kms,Manual,2012.0,17.4 kmpl,5 Speed,Kolkata
Sedan,2,2010,₹ 2.35 Lakh,Petrol,Third Party insurance,50000 Kms,Manual,2018.0,17 kmpl,5 Speed,Kolkata
Sedan,2,2014,₹ 4.39 Lakh,Petrol,Third Party,50000 Kms,Manual,2014.0,17.4 kmpl,5 Speed ,Kolkata
Sedan,2,2014,₹ 4.39 Lakh,Petrol,Comprehensive,20000 Kms,Manual,2018.0,17.4 kmpl,5 Speed ,Kolkata
Hatchback,2,2011,₹ 2 Lakh,Petrol,Third Party,41424 Kms,Manual,2014.0,15.6 kmpl,5 Speed,Kolkata
Hatchback,1,2012,₹ 2.10 Lakh,Petrol,Third Party insurance,23829 Kms,Manual,2014.0,16.2 kmpl,5 Speed,Kolkata
Hatchback,2,2013,₹ 2.25 Lakh,Petrol,Third Party,44199 Kms,Manual,2012.0,19.4 kmpl,5 Speed ,Kolkata
Hatchback,2,2020,₹ 3.78 Lakh,Petrol,Comprehensive,40000 Kms,Manual,2013.0,22.05 kmpl,5 Speed,Kolkata
Sedan,1,2019,₹ 6.84 Lakh,Petrol,Third Party insurance,55625 Kms,Manual,2018.0,17.4 kmpl,5 Speed,Kolkata
Sedan,1,2018,₹ 8 Lakh,Petrol,Comprehensive,29230 Kms,Manual,2022.0,17 kmpl,6 Speed,Kolkata
SUV,1,2015,₹ 4.19 Lakh,Petrol,Comprehensive,30000 Kms,Manual,2021.0,18.88 kmpl,5 Speed,Kolkata
Hatchback,1,2015,₹ 3.09 Lakh,Petrol,Comprehensive,25152 Kms,Manual,2019.0,20.51 kmpl,5 Speed,Kolkata
Sedan,1,2017,₹ 5.25 Lakh,Petrol,Comprehensive,52224 Kms,Manual,2019.0,22 kmpl,5 Speed,Kolkata
Hatchback,1,2019,₹ 5.10 Lakh,Petrol,Third Party insurance,62665 Kms,Manual,2016.0,17.74 kmpl,5 Speed,Kolkata
Sedan,1,2020,₹ 20 Lakh,Diesel,Comprehensive,76800 Kms,Automatic,2016.0,20.38 kmpl,6 Speed,Kolkata
Sedan,1,2012,₹ 2.89 Lakh,Petrol,Third Party insurance,80000 Kms,Manual,2012.0,22.41 kmpl,5 Speed,Kolkata
Hatchback,1,2014,₹ 2.73 Lakh,Petrol,Third Party insurance,37833 Kms,Manual,2014.0,20.51 kmpl,5 Speed,Kolkata
SUV,1,2017,₹ 6 Lakh,Petrol,Third Party insurance,40000 Kms,Manual,2017.0,17.5 kmpl,5 Speed,Kolkata
SUV,2,2016,₹ 5.10 Lakh,Petrol,Third Party insurance,72000 Kms,Manual,2018.0,15.9 kmpl,5 Speed,Kolkata
Hatchback,1,2015,₹ 3 Lakh,Petrol,Third Party insurance,30000 Kms,Manual,2012.0,22.74 kmpl,5 Speed,Kolkata
SUV,2,2012,₹ 9.70 Lakh,Diesel,Third Party insurance,80000 Kms,Automatic,2018.0,12.35 kmpl,6 Speed,Kolkata
Sedan,1,2018,₹ 14 Lakh,Petrol,Third Party insurance,30000 Kms,Automatic,2014.0,14.62 kmpl,6 Speed,Kolkata
Sedan,2,2014,₹ 3 Lakh,Diesel,Third Party insurance,90000 Kms,Manual,2019.0,24.4 kmpl,5 Speed ,Kolkata
Sedan,1,2018,₹ 15 Lakh,Petrol,Third Party,113000 Kms,Automatic,2018.0,14.62 kmpl,6 Speed,Kolkata
Hatchback,2,2014,₹ 2.90 Lakh,Petrol,Third Party insurance,90000 Kms,Manual,2013.0,16.47 kmpl,5 Speed,Kolkata
MUV,1,2014,₹ 7.50 Lakh,Diesel,Third Party insurance,92202 Kms,Manual,2020.0,12.99 kmpl,5 Speed,Kolkata
Sedan,2,2012,₹ 3.50 Lakh,Petrol,Third Party insurance,79783 Kms,Manual,2015.0,14.8 kmpl,5 Speed,Kolkata
Hatchback,1,2013,₹ 2.96 Lakh,Diesel,Third Party,10000 Kms,Manual,2017.0,22.9 kmpl,5 Speed,Kolkata
Hatchback,2,2018,₹ 3.76 Lakh,Petrol,Third Party insurance,23227 Kms,Manual,2004.0,18.9 kmpl,5 Speed,Kolkata
Sedan,1,2022,₹ 13.99 Lakh,Petrol,Third Party,3089 Kms,Manual,2020.0,18.6 kmpl,6 Speed,Kolkata
Sedan,2,2021,₹ 6.90 Lakh,Petrol,Third Party insurance,28546 Kms,Manual,2017.0,22.41 kmpl,5 Speed,Kolkata
Sedan,3,2019,₹ 7.14 Lakh,Petrol,Comprehensive,85435 Kms,Manual,2021.0,21.56 kmpl,5 Speed,Kolkata
Sedan,1,2019,₹ 6 Lakh,Petrol,Third Party,20000 Kms,Manual,2012.0,18.6 kmpl,5 Speed,Kolkata
Hatchback,1,2016,₹ 3.42 Lakh,Petrol,Third Party insurance,83124 Kms,Manual,2021.0,18.9 kmpl,5 Speed,Kolkata
Sedan,2,2016,₹ 50 Lakh,Diesel,Third Party insurance,87859 Kms,Automatic,2020.0,17.85 kmpl,8 Speed,Kolkata
Hatchback,2,2012,₹ 2.08 Lakh,Petrol,Third Party insurance,65000 Kms,Manual,2018.0,19.4 kmpl,5 Speed,Kolkata
Sedan,2,2014,₹ 2.79 Lakh,Petrol,Comprehensive,50000 Kms,Manual,2002.0,16.78 kmpl,5 Speed,Kolkata
Sedan,1,2017,₹ 6 Lakh,Diesel,Third Party insurance,80000 Kms,Manual,2009.0,26 kmpl,6 Speed,Kolkata
SUV,1,2018,₹ 14.50 Lakh,Diesel,Comprehensive,25000 Kms,Automatic,2023.0,11.18 kmpl,5 Speed,Kolkata
Sedan,3,2012,₹ 2.25 Lakh,Petrol,Comprehensive,120000 Kms,Manual,2018.0,17.6 kmpl,,Kolkata
Hatchback,1,2018,₹ 4 Lakh,Petrol,Comprehensive,3000 Kms,Manual,2019.0,18.9 kmpl,5 Speed,Kolkata
Sedan,1,2014,₹ 1.20 Lakh,Diesel,Third Party insurance,37001 Kms,Manual,2015.0,12.8 kmpl,,Kolkata
Hatchback,1,2019,₹ 6.25 Lakh,Petrol,Third Party,39000 Kms,Manual,2015.0,18.6 kmpl,5 Speed,Kolkata
Hatchback,1,2018,₹ 3.85 Lakh,Petrol,Comprehensive,20000 Kms,Manual,2016.0,18.9 kmpl,5 Speed,Kolkata
Hatchback,1,2013,₹ 3.35 Lakh,Petrol,Third Party insurance,103033 Kms,Manual,2016.0,18.6 kmpl,5 Speed,Kolkata
Sedan,1,2020,₹ 9.85 Lakh,Petrol,Third Party,25968 Kms,Automatic,2016.0,17.4 kmpl,CVT,Kolkata
Sedan,3,2015,₹ 2.71 Lakh,Diesel,Third Party,150000 Kms,Manual,2017.0,24.4 kmpl,5 Speed ,Kolkata
Hatchback,1,2017,₹ 4.81 Lakh,Petrol,Comprehensive,11798 Kms,Manual,2011.0,18.9 kmpl,5 Speed,Kolkata
Hatchback,2,2004,"₹ 75,000 ",Petrol,Comprehensive,65814 Kms,Manual,2017.0,18.9 kmpl,5 Speed,Kolkata
Hatchback,1,2020,₹ 5.55 Lakh,Petrol,Third Party insurance,69007 Kms,Manual,2018.0,20.52 kmpl,5 Speed,Kolkata
Sedan,1,2017,₹ 4.30 Lakh,Petrol,Comprehensive,71420 Kms,Manual,2010.0,17 kmpl,5 Speed,Kolkata
SUV,1,2021,₹ 12 Lakh,Petrol,Comprehensive,10000 Kms,Manual,2019.0,16.8 kmpl,6-Speed,Kolkata
Hatchback,1,2012,₹ 2.86 Lakh,Diesel,Third Party insurance,9817 Kms,Manual,2023.0,22.9 kmpl,5 Speed,Kolkata
Hatchback,1,2021,₹ 6.80 Lakh,Petrol,Third Party insurance,124206 Kms,Manual,2017.0,20.7 kmpl,5-Speed,Kolkata
Hatchback,1,2020,₹ 3.49 Lakh,Petrol,Comprehensive,50000 Kms,Manual,2022.0,20.71 kmpl,5-Speed,Kolkata
Hatchback,2,2018,₹ 3.47 Lakh,Petrol,Third Party insurance,50000 Kms,Manual,2018.0,25.24 kmpl,5-Speed,Kolkata
Hatchback,2,2002,"₹ 48,000 ",Petrol,Third Party insurance,1062 Kms,Manual,2010.0,17.3 kmpl,5 Speed,Kolkata
Hatchback,2,2009,₹ 1.25 Lakh,Petrol,Third Party insurance,10000 Kms,Manual,2011.0,18.9 kmpl,5 Speed,Kolkata
SUV,1,2023,₹ 7.85 Lakh,Petrol,Third Party insurance,10000 Kms,Automatic,2015.0,19.03 kmpl,5 Speed,Kolkata
Hatchback,1,2018,₹ 4.90 Lakh,Petrol,Third Party,20000 Kms,Manual,2017.0,18.9 kmpl,5 Speed,Kolkata
MUV,1,2019,₹ 17 Lakh,Diesel,Third Party insurance,68000 Kms,Manual,2019.0,13.68 kmpl,5 Speed,Kolkata
Hatchback,1,2015,₹ 3.50 Lakh,Petrol,Third Party insurance,65000 Kms,Manual,2021.0,18.9 kmpl,5 Speed,Kolkata
Sedan,1,2015,₹ 4 Lakh,Diesel,Third Party,30000 Kms,Manual,2017.0,26 kmpl,6 Speed ,Kolkata
Hatchback,1,2016,₹ 3.65 Lakh,Petrol,Comprehensive,60000 Kms,Manual,2012.0,16.2 kmpl,5 Speed,Kolkata
Hatchback,2,2016,₹ 4 Lakh,Petrol,Comprehensive,45699 Kms,Manual,2017.0,20.4 kmpl,5 Speed,Kolkata
Hatchback,2,2016,₹ 2.55 Lakh,Petrol,Comprehensive,81575 Kms,Manual,2009.0,21.1 kmpl,5 Speed,Kolkata
Sedan,2,2017,₹ 6.01 Lakh,Petrol,Third Party,42000 Kms,Automatic,2019.0,21.21 kmpl,5 Speed,Kolkata
Hatchback,1,2011,₹ 2.16 Lakh,Petrol,Third Party insurance,32092 Kms,Manual,2015.0,20.36 kmpl,5 Speed,Kolkata
Sedan,1,2017,₹ 6.70 Lakh,Petrol,Comprehensive,65916 Kms,Automatic,2019.0,18 kmpl,5 Speed CVT,Kolkata
Sedan,1,2018,₹ 7.19 Lakh,Petrol,Third Party insurance,30000 Kms,Manual,2014.0,19.1 kmpl,6 Speed,Kolkata
Hatchback,3,2010,₹ 1.42 Lakh,Petrol,Third Party,8559 Kms,Manual,2021.0,,5 Speed,Kolkata
Sedan,1,2019,₹ 32 Lakh,Diesel,Comprehensive,50000 Kms,Automatic,2017.0,12.6 kmpl,9 Speed,Kolkata
SUV,1,2023,₹ 18.20 Lakh,Diesel,Third Party insurance,9169 Kms,Manual,2015.0,,6-Speed,Kolkata
MUV,1,2017,₹ 7.50 Lakh,Diesel,Third Party insurance,45275 Kms,Manual,2017.0,24.52 kmpl,5 Speed,Kolkata
SUV,1,2022,₹ 8.27 Lakh,Petrol,Third Party insurance,70000 Kms,Manual,2019.0,20.09 kmpl,5 Speed,Kolkata
Sedan,1,2018,₹ 4.75 Lakh,Petrol,Third Party insurance,90000 Kms,Manual,2018.0,21.21 kmpl,5 Speed,Kolkata
Hatchback,2,2010,₹ 1.20 Lakh,Petrol,Third Party insurance,70000 Kms,Manual,2018.0,,5 Speed,Kolkata
Hatchback,4,2011,₹ 1.45 Lakh,Petrol,Third Party insurance,50000 Kms,Manual,2014.0,18.9 kmpl,5 Speed,Kolkata
Hatchback,2,2015,₹ 2.10 Lakh,Petrol,Third Party insurance,30000 Kms,Manual,2015.0,22.74 kmpl,5 Speed,Kolkata
