bt,ownerNo,modelYear,Fuel Type,Insurance Validity,Kms Driven,Transmission,Year of Manufacture,Mileage,Gear Box,City,price_in_lakhs
Hatchback,1,2016,Petrol,Third Party insurance,33618,Automatic,2023,23,5,Delhi,3.46
Sedan,1,2010,Petrol,Comprehensive,75946,Manual,2021,17,5,Delhi,2.05
SUV,1,2013,Diesel,Comprehensive,230000,Manual,2011,13,5,Delhi,9.7
Hatchback,1,2013,Petrol,Comprehensive,87208,Manual,2023,20,5,Delhi,2.57
Hatchback,1,2016,Petrol,Comprehensive,42736,Manual,2021,22,5,Delhi,2.75
SUV,1,2023,Petrol,Comprehensive,2054,Manual,2014,17,5,Delhi,12.5
Sedan,1,2023,Petrol,Third Party insurance,1700,Automatic,2019,15,9,Delhi,77.5
SUV,1,2021,Petrol,Comprehensive,30120,Automatic,2019,16,7,Delhi,17.25
Sedan,1,2011,Petrol,Third Party insurance,32000,Manual,2022,17,5,Delhi,3.49
SUV,1,2023,Diesel,Comprehensive,1200,Automatic,2020,19,6,Delhi,55.0
SUV,1,2021,Petrol,Comprehensive,9600,Automatic,2023,19,7,Delhi,31.45
Sedan,1,2017,Petrol,Comprehensive,70000,Manual,2022,17,5,Delhi,6.99
SUV,1,2014,Diesel,Third Party insurance,85000,Automatic,2016,12,5,Delhi,12.75
Wagon,1,2019,Petrol,Comprehensive,40000,Automatic,2018,21,5,Delhi,5.65
Hatchback,1,2019,Petrol,Comprehensive,14163,Manual,2021,21,5,Delhi,7.22
SUV,1,2022,Diesel,Third Party insurance,15000,Manual,2013,15,6,Delhi,16.85
Sedan,1,2020,Petrol,Third Party insurance,4764,Manual,2013,20,5,Delhi,8.04
SUV,1,2023,Diesel,Comprehensive,20000,Automatic,2017,12,8,Delhi,43.0
MUV,1,2022,Petrol,Comprehensive,7600,Manual,2019,8,5,Delhi,22.75
Sedan,1,2016,Petrol,Comprehensive,69815,Automatic,2012,18,5,Delhi,7.42
SUV,1,2018,Diesel,Third Party insurance,82000,Manual,2016,22,6,Delhi,9.1
SUV,1,2021,Petrol,Third Party insurance,8400,Automatic,2019,14,7,Delhi,40.0
Hatchback,1,2013,Petrol,Comprehensive,75463,Manual,2018,22,5,Delhi,3.15
Hatchback,1,2013,CNG,Comprehensive,66000,Manual,2022,33,5,Delhi,2.31
Hatchback,1,2017,Petrol,Comprehensive,22091,Manual,2021,21,5,Delhi,5.57
Sedan,1,2019,Diesel,Comprehensive,32000,Automatic,2021,17,8,Delhi,57.75
Hatchback,2,2012,Petrol,Comprehensive,65000,Manual,2023,19,5,Delhi,2.31
Hatchback,1,2016,Petrol,Comprehensive,66000,Manual,2020,23,5,Delhi,3.69
SUV,1,2019,Diesel,Comprehensive,25000,Automatic,2018,15,8,Delhi,52.5
SUV,1,2018,Diesel,Comprehensive,110000,Automatic,2015,10,6,Delhi,26.75
SUV,1,2022,Petrol,Third Party insurance,15000,Manual,2021,19,5,Delhi,11.5
Hatchback,1,2021,Petrol,Third Party insurance,30000,Manual,2019,21,5,Delhi,7.0
SUV,1,2021,Diesel,Comprehensive,47000,Automatic,2019,17,6,Delhi,13.0
SUV,1,2023,Diesel,Comprehensive,6000,Automatic,2021,20,7,Delhi,54.9
Hatchback,2,2020,Petrol,Comprehensive,35854,Automatic,2015,21,5,Delhi,8.05
SUV,1,2018,Petrol,Comprehensive,43623,Manual,2020,17,6,Delhi,7.35
Sedan,2,2015,Petrol,Third Party insurance,64229,Manual,2021,16,5,Delhi,4.41
SUV,1,2021,Diesel,Comprehensive,33000,Automatic,2016,19,9,Delhi,55.75
SUV,2,2019,Diesel,Third Party insurance,59605,Automatic,2019,10,6,Delhi,28.9
Hatchback,1,2019,Petrol,Third Party insurance,2997,Manual,2023,23,5,Delhi,3.97
Hatchback,1,2021,Petrol,Third Party insurance,9606,Manual,2019,21,5,Delhi,4.55
Sedan,1,2015,Diesel,Comprehensive,75000,Automatic,2023,13,7,Delhi,38.5
Sedan,2,2020,Petrol,Zero Depreciation,41898,Automatic,2020,19,5,Delhi,7.13
Hatchback,1,2021,Petrol,Third Party insurance,23159,Manual,2018,21,5,Delhi,7.37
SUV,1,2016,Petrol,Comprehensive,53488,Manual,2017,15,5,Delhi,5.4
MUV,1,2019,Diesel,Third Party insurance,29000,Manual,2016,13,5,Delhi,17.49
SUV,1,2023,Petrol,Third Party insurance,6000,Automatic,2022,12,6,Delhi,22.0
Sedan,1,2019,Petrol,Third Party insurance,68192,Manual,2020,21,5,Delhi,6.27
SUV,1,2023,Petrol,Comprehensive,600,Manual,2014,16,6,Delhi,15.65
Sedan,1,2020,Petrol,Comprehensive,13000,Automatic,2015,10,8,Delhi,46.25
SUV,1,2018,Diesel,Comprehensive,67756,Manual,2016,24,5,Delhi,7.72
SUV,1,2017,Diesel,Comprehensive,83811,Manual,2015,25,5,Delhi,5.87
Hatchback,1,2016,CNG,Comprehensive,68000,Manual,2016,31,5,Delhi,4.1
Hatchback,1,2022,Petrol,Comprehensive,4100,Manual,2012,22,5,Delhi,6.99
Sedan,1,2020,Petrol,Third Party insurance,46243,Manual,2018,21,5,Delhi,6.42
Sedan,1,2014,Petrol,Zero Depreciation,37000,Automatic,2017,9,7,Delhi,27.0
Hatchback,2,2015,Petrol,Comprehensive,52123,Automatic,2016,19,5,Delhi,3.66
SUV,2,2016,Diesel,Comprehensive,66000,Automatic,2018,11,9,Delhi,49.5
Hatchback,1,2015,Petrol,Comprehensive,23690,Manual,2020,18,5,Delhi,4.47
Hatchback,1,2016,Petrol,Comprehensive,70879,Manual,2014,22,5,Delhi,2.62
Hatchback,1,2012,Petrol,Comprehensive,42000,Manual,2020,16,5,Delhi,2.65
SUV,2,2018,Diesel,Comprehensive,56000,Automatic,2017,16,8,Delhi,38.75
Sedan,2,2017,Petrol,Comprehensive,12651,Manual,2017,17,5,Delhi,7.61
Sedan,1,2016,Petrol,Comprehensive,61000,Manual,2017,17,5,Delhi,4.3
Hatchback,1,2018,CNG,Comprehensive,98705,Manual,2018,35,5,Delhi,4.01
MUV,1,2020,Diesel,Third Party insurance,62000,Automatic,2022,14,8,Delhi,29.5
Sedan,1,2014,Petrol,Comprehensive,28000,Manual,2023,18,5,Delhi,3.8
SUV,1,2020,Diesel,Third Party insurance,36000,Manual,2018,16,5,Delhi,8.25
Sedan,1,2017,Diesel,Third Party insurance,32000,Manual,2021,28,5,Delhi,6.35
SUV,1,2017,Diesel,Comprehensive,38000,Automatic,2017,20,8,Delhi,22.5
Hatchback,1,2017,Petrol,Zero Depreciation,33000,Manual,2020,23,5,Delhi,3.4
Sedan,1,2018,Diesel,Third Party insurance,68045,Automatic,2018,22,6,Delhi,9.5
SUV,1,2022,Diesel,Zero Depreciation,12000,Manual,2016,19,6,Delhi,18.25
SUV,1,2023,Diesel,Comprehensive,4000,Automatic,2017,19,9,Delhi,72.0
Hatchback,1,2018,Petrol,Third Party insurance,19765,Manual,2022,20,5,Delhi,3.92
SUV,1,2021,Petrol,Comprehensive,7076,Manual,2017,16,6,Delhi,12.05
Sedan,1,2017,Petrol,Third Party insurance,30560,Manual,2018,17,5,Delhi,7.43
Sedan,1,2020,Diesel,Comprehensive,5000,Automatic,2015,19,8,Delhi,33.75
Hatchback,1,2018,CNG,Comprehensive,47944,Manual,2022,31,5,Delhi,4.85
SUV,1,2016,Petrol,Comprehensive,78550,Automatic,2019,13,6,Delhi,8.79
SUV,1,2017,Petrol,Third Party insurance,65000,Automatic,2014,12,6,Delhi,10.5
SUV,1,2022,Diesel,Comprehensive,32000,Automatic,2011,18,6,Delhi,19.8
Sedan,2,2017,Petrol,Third Party insurance,58996,Manual,2016,19,5,Delhi,4.62
Sedan,2,2018,Diesel,Third Party insurance,34000,Automatic,2015,13,8,Delhi,26.5
Hatchback,2,2015,Petrol,Third Party insurance,59537,Manual,2020,18,5,Delhi,5.09
Hatchback,1,2022,Petrol,Comprehensive,9314,Manual,2022,21,5,Delhi,5.3
Sedan,1,2014,Petrol,Third Party insurance,41684,Manual,2013,18,5,Delhi,3.1
Sedan,3,2011,Petrol,Third Party insurance,70000,Automatic,2014,12,7,Delhi,7.0
Hatchback,1,2016,Petrol,Comprehensive,51607,Manual,2015,18,5,Delhi,4.4
Sedan,1,2015,Diesel,Comprehensive,90000,Manual,2018,20,5,Delhi,4.0
MUV,1,2020,Diesel,Third Party insurance,30000,Automatic,2017,14,8,Delhi,30.5
SUV,1,2022,Diesel,Comprehensive,40000,Manual,2015,15,6,Delhi,15.75
SUV,1,2020,Diesel,Comprehensive,35000,Automatic,2016,19,9,Delhi,49.95
Hatchback,1,2013,Petrol,Third Party insurance,97672,Manual,2020,22,5,Delhi,3.6
Sedan,3,2014,Petrol,Third Party insurance,90000,Manual,2016,17,5,Delhi,3.6
Hatchback,2,2015,Petrol,Third Party insurance,68740,Manual,2013,18,5,Delhi,3.44
Sedan,1,2018,Petrol,Comprehensive,37000,Automatic,2021,14,9,Delhi,35.65
Sedan,1,2017,Diesel,Comprehensive,40000,Manual,2022,28,5,Delhi,6.0
Sedan,2,2015,Petrol,Third Party insurance,86245,Manual,2017,18,5,Delhi,3.4
Hatchback,2,2016,Petrol,Comprehensive,40000,Automatic,2015,17,7,Delhi,6.75
Sedan,2,2020,Petrol,Third Party insurance,15000,Automatic,2017,15,8,Delhi,43.75
Hatchback,2,2016,Petrol,Third Party insurance,60896,Manual,2014,22,5,Delhi,2.94
Sedan,1,2013,Petrol,Comprehensive,60000,Manual,2016,16,5,Delhi,3.75
Sedan,2,2021,Petrol,Third Party insurance,18340,Automatic,2011,22,5,Delhi,8.01
SUV,1,2022,Diesel,Third Party insurance,20000,Automatic,2017,14,9,Delhi,29.0
SUV,2,2017,Diesel,Comprehensive,70000,Automatic,2021,17,6,Delhi,8.0
Hatchback,1,2015,CNG,Third Party insurance,75000,Manual,2019,33,5,Delhi,3.13
SUV,1,2017,Petrol,Comprehensive,40000,Manual,2021,17,5,Delhi,5.1
SUV,2,2014,Diesel,Third Party insurance,57000,Automatic,2020,15,7,Delhi,11.25
Hatchback,1,2016,Petrol,Comprehensive,48000,Manual,2022,21,5,Delhi,4.55
Sedan,1,2011,Petrol,Comprehensive,120000,Manual,2009,17,5,Delhi,3.0
SUV,1,2017,Petrol,Comprehensive,25000,Automatic,2017,14,6,Delhi,7.25
MUV,1,2021,Diesel,Comprehensive,29000,Automatic,2019,12,6,Delhi,23.25
Hatchback,1,2019,Diesel,Third Party insurance,63176,Manual,2018,25,5,Delhi,5.15
Sedan,1,2021,Petrol,Comprehensive,24000,Automatic,2018,17,7,Delhi,40.0
Hatchback,1,2020,Petrol,Third Party insurance,22820,Manual,2019,21,5,Delhi,4.18
SUV,1,2022,Diesel,Comprehensive,5000,Automatic,2014,19,9,Delhi,76.0
Hatchback,1,2009,Petrol,Third Party insurance,30000,Manual,2023,20,5,Delhi,2.0
Sedan,1,2017,Petrol,Comprehensive,74538,Automatic,2017,21,5,Delhi,6.85
SUV,1,2019,Petrol,Comprehensive,40000,Automatic,2018,11,9,Delhi,36.0
Hatchback,1,2018,Petrol,Comprehensive,45399,Manual,2015,22,5,Delhi,2.89
Sedan,2,2018,Petrol,Comprehensive,24940,Manual,2014,19,5,Delhi,6.1
SUV,1,2019,Diesel,Comprehensive,22000,Automatic,2017,17,6,Delhi,14.0
Sedan,1,2014,Petrol,Comprehensive,98681,Manual,2016,18,5,Delhi,3.23
SUV,1,2023,Diesel,Comprehensive,6000,Automatic,2013,19,9,Delhi,95.0
Hatchback,1,2017,Petrol,Comprehensive,40000,Manual,2018,21,5,Delhi,5.25
SUV,1,2018,Diesel,Comprehensive,58000,Manual,2017,25,6,Delhi,7.25
Hatchback,1,2015,Diesel,Comprehensive,75000,Manual,2017,22,6,Delhi,4.25
SUV,1,2014,Diesel,Third Party insurance,76000,Manual,2020,22,5,Delhi,3.5
Hatchback,1,2017,Petrol,Comprehensive,60000,Automatic,2017,24,5,Delhi,3.25
Sedan,1,2016,Petrol,Comprehensive,58000,Automatic,2019,18,5,Delhi,6.75
Sedan,2,2013,Petrol,Third Party insurance,80000,Manual,2015,14,6,Delhi,4.15
Sedan,1,2018,Diesel,Third Party insurance,20000,Automatic,2018,18,8,Delhi,38.75
Hatchback,1,2017,Petrol,Third Party insurance,42841,Manual,2018,21,5,Delhi,5.89
SUV,1,2017,Diesel,Comprehensive,67000,Manual,2021,24,5,Delhi,6.5
MUV,1,2020,Petrol,Third Party insurance,26000,Manual,2022,19,5,Delhi,10.27
Hatchback,1,2017,Petrol,Third Party insurance,40000,Manual,2017,18,5,Delhi,3.75
SUV,1,2019,Diesel,Zero Depreciation,60000,Manual,2022,15,6,Delhi,13.0
Sedan,2,2015,Petrol,Third Party insurance,37140,Manual,2022,17,5,Delhi,9.03
Hatchback,1,2018,CNG,Comprehensive,120000,Manual,2018,31,5,Delhi,3.5
SUV,1,2018,Diesel,Comprehensive,74000,Automatic,2022,12,6,Delhi,28.5
Hatchback,1,2021,Petrol,Comprehensive,16430,Manual,2017,21,5,Delhi,9.04
SUV,1,2022,Petrol,Comprehensive,10000,Manual,2022,17,5,Delhi,9.5
Sedan,1,2017,Petrol,Comprehensive,63054,Automatic,2021,18,5,Delhi,9.49
Sedan,1,2022,Petrol,Third Party insurance,12000,Automatic,2020,15,7,Delhi,39.0
Sedan,1,2022,Diesel,Comprehensive,13000,Automatic,2017,16,9,Delhi,74.0
SUV,2,2018,Diesel,Comprehensive,32000,Automatic,2019,17,6,Delhi,10.99
SUV,1,2022,Petrol,Third Party insurance,3500,Manual,2018,19,6,Delhi,15.11
Convertibles,1,2017,Petrol,Third Party insurance,7023,Automatic,2022,19,9,Delhi,64.75
SUV,1,2022,Diesel,Zero Depreciation,5000,Automatic,2015,19,9,Delhi,92.0
Sedan,1,2021,Petrol,Comprehensive,11000,Automatic,2013,19,7,Delhi,40.0
Sedan,1,2020,Petrol,Zero Depreciation,11000,Automatic,2020,11,9,Delhi,42.5
Hatchback,1,2017,Petrol,Third Party insurance,50629,Manual,2017,22,5,Delhi,4.22
Hatchback,1,2019,Petrol,Third Party insurance,63534,Automatic,2019,21,5,Delhi,6.78
Hatchback,1,2018,Petrol,Third Party insurance,52000,Manual,2017,20,5,Delhi,3.0
Hatchback,1,2022,CNG,Comprehensive,33695,Manual,2014,31,5,Delhi,4.96
Hatchback,1,2015,Petrol,Zero Depreciation,68744,Automatic,2015,19,5,Delhi,4.63
Sedan,1,2013,Petrol,Comprehensive,70000,Manual,2017,16,5,Delhi,4.55
Hatchback,1,2020,Petrol,Comprehensive,9540,Automatic,2017,23,5,Delhi,7.51
Sedan,1,2017,Petrol,Comprehensive,45000,Automatic,2020,19,4,Delhi,7.75
Hatchback,1,2019,Petrol,Comprehensive,36861,Manual,2019,21,5,Delhi,6.78
SUV,1,2017,Petrol,Comprehensive,68000,Manual,2018,15,5,Delhi,5.5
Sedan,1,2014,Petrol,Comprehensive,68000,Manual,2018,19,5,Delhi,3.9
Hatchback,1,2015,Petrol,Comprehensive,38000,Manual,2017,21,5,Delhi,3.95
Hatchback,1,2017,Petrol,Comprehensive,39000,Manual,2014,23,5,Delhi,2.95
Hatchback,1,2017,Petrol,Comprehensive,40000,Manual,2018,16,5,Delhi,5.99
SUV,1,2020,Petrol,Comprehensive,18000,Automatic,2013,11,6,Delhi,17.49
Hatchback,1,2019,Petrol,Comprehensive,60000,Automatic,2019,20,5,Delhi,3.99
Sedan,1,2018,Diesel,Zero Depreciation,40000,Manual,2017,25,5,Delhi,4.49
Hatchback,1,2018,Petrol,Third Party insurance,68000,Manual,2018,23,5,Delhi,3.0
Hatchback,2,2017,Petrol,Comprehensive,40000,Manual,2017,20,5,Delhi,4.49
Hatchback,1,2014,Petrol,Comprehensive,37000,Manual,2017,21,5,Delhi,2.95
Sedan,1,2018,Petrol,Zero Depreciation,21912,Automatic,2013,21,5,Delhi,6.49
Hatchback,1,2013,Petrol,Third Party insurance,74564,Manual,2022,20,5,Delhi,2.74
Hatchback,1,2019,Petrol,Comprehensive,48000,Manual,2018,24,5,Delhi,3.75
Sedan,1,2017,Petrol,Third Party insurance,96758,Automatic,2017,18,5,Delhi,8.01
Sedan,1,2018,Diesel,Comprehensive,60341,Manual,2017,25,5,Delhi,5.91
Hatchback,1,2017,Petrol,Comprehensive,36973,Manual,2015,20,5,Delhi,4.34
Sedan,1,2017,Diesel,Comprehensive,39000,Manual,2019,28,5,Delhi,6.99
Hatchback,1,2013,Petrol,Comprehensive,52514,Manual,2013,18,5,Delhi,2.71
Hatchback,1,2022,Petrol,Comprehensive,13001,Manual,2013,21,5,Delhi,5.55
SUV,1,2018,Diesel,Comprehensive,72000,Manual,2017,22,6,Delhi,8.25
SUV,1,2017,Petrol,Comprehensive,62000,Manual,2013,15,5,Delhi,5.99
Sedan,1,2017,Petrol,Comprehensive,34000,Manual,2017,16,5,Delhi,4.81
Sedan,1,2015,Petrol,Comprehensive,67000,Manual,2022,18,5,Delhi,3.85
Hatchback,1,2019,Petrol,Comprehensive,45000,Manual,2018,18,5,Delhi,6.99
Sedan,1,2013,Petrol,Comprehensive,64000,Manual,2015,20,5,Delhi,3.31
Hatchback,2,2013,Petrol,Zero Depreciation,58000,Manual,2021,18,5,Delhi,1.78
SUV,2,2017,Petrol,Third Party insurance,48000,Automatic,2021,14,6,Delhi,9.25
Hatchback,1,2013,Petrol,Comprehensive,70000,Manual,2013,18,5,Delhi,2.9
Sedan,2,2017,Petrol,Zero Depreciation,59863,Automatic,2020,19,4,Delhi,5.7
Hatchback,1,2022,CNG,Third Party insurance,18468,Manual,2018,31,5,Delhi,4.92
Hatchback,2,2018,Petrol,Third Party insurance,42173,Manual,2019,19,5,Delhi,5.3
SUV,2,2015,Petrol,Zero Depreciation,68631,Automatic,2014,14,6,Delhi,4.65
Hatchback,1,2021,Petrol,Comprehensive,18833,Manual,2015,22,5,Delhi,3.51
Hatchback,1,2021,Petrol,Comprehensive,55418,Manual,2013,20,5,Delhi,5.15
Hatchback,1,2013,Petrol,Comprehensive,20000,Manual,2015,20,5,Delhi,2.25
MUV,1,2020,Petrol,Comprehensive,53400,Manual,2020,20,5,Delhi,6.2
Hatchback,1,2018,Petrol,Comprehensive,25000,Manual,2021,23,5,Delhi,3.49
SUV,1,2019,Petrol,Comprehensive,87576,Automatic,2015,14,7,Delhi,13.85
Hatchback,1,2014,Petrol,Comprehensive,58000,Manual,2017,19,5,Delhi,2.9
MUV,1,2015,Petrol,Third Party insurance,75000,Manual,2023,19,5,Delhi,2.85
Sedan,1,2013,Petrol,Comprehensive,69000,Automatic,2020,14,5,Delhi,3.3
SUV,1,2015,Diesel,Comprehensive,20000,Manual,2020,16,5,Delhi,5.49
Hatchback,1,2020,Petrol,Comprehensive,45000,Manual,2022,22,5,Delhi,3.65
Sedan,1,2021,CNG,Comprehensive,20000,Manual,2016,26,5,Delhi,6.5
SUV,1,2015,Diesel,Comprehensive,70000,Manual,2013,23,5,Delhi,4.49
Hatchback,1,2017,Petrol,Zero Depreciation,72000,Automatic,2017,19,5,Delhi,5.99
SUV,0,2023,Diesel,Comprehensive,7800,Automatic,2017,12,8,Delhi,46.45
Hatchback,1,2020,Petrol,Comprehensive,25000,Manual,2018,20,5,Delhi,4.99
SUV,1,2020,Petrol,Zero Depreciation,19000,Automatic,2018,18,8,Delhi,88.0
Sedan,1,2022,Petrol,Comprehensive,11332,Automatic,2012,18,6,Delhi,13.58
Hatchback,1,2016,Petrol,Comprehensive,25456,Manual,2018,21,5,Delhi,5.6
Hatchback,2,2013,Petrol,Zero Depreciation,65000,Manual,2021,21,5,Delhi,2.75
Hatchback,1,2017,Petrol,Third Party insurance,93616,Automatic,2022,19,5,Delhi,5.86
Hatchback,1,2017,Petrol,Third Party insurance,74134,Automatic,2017,26,5,Delhi,4.63
SUV,1,2018,Petrol,Comprehensive,70000,Automatic,2018,14,5,Delhi,6.99
Hatchback,2,2018,Diesel,Comprehensive,62411,Manual,2011,27,5,Delhi,5.93
Sedan,2,2012,Petrol,Third Party insurance,56000,Automatic,2018,12,5,Delhi,10.5
SUV,2,2018,Diesel,Comprehensive,63661,Manual,2013,25,5,Delhi,5.67
SUV,1,2021,Petrol,Comprehensive,24000,Automatic,2015,19,6,Delhi,17.5
SUV,1,2022,Petrol,Comprehensive,14000,Manual,2010,17,7,Delhi,16.5
SUV,1,2017,Diesel,Third Party insurance,70000,Manual,2010,16,6,Delhi,9.3
SUV,1,2018,Petrol,Comprehensive,50000,Manual,2012,17,5,Delhi,7.49
Sedan,1,2011,Petrol,Third Party insurance,74000,Manual,2014,15,5,Delhi,2.49
SUV,1,2018,Diesel,Comprehensive,70000,Manual,2016,17,6,Delhi,8.99
Hatchback,1,2013,Petrol,Third Party insurance,65000,Manual,2021,19,5,Delhi,2.25
Hatchback,1,2015,Diesel,Comprehensive,40000,Manual,2021,27,5,Delhi,3.99
Sedan,3,2010,Petrol,Third Party insurance,81000,Automatic,2009,16,5,Delhi,2.25
Hatchback,1,2012,Petrol,Zero Depreciation,80000,Manual,2017,19,5,Delhi,1.37
Sedan,1,2014,Diesel,Comprehensive,107539,Manual,2013,23,5,Delhi,3.89
Hatchback,1,2016,Petrol,Third Party insurance,52059,Manual,2017,21,5,Delhi,5.48
SUV,1,2021,Petrol,Zero Depreciation,70000,Manual,2014,15,6,Delhi,16.95
Hatchback,1,2021,Petrol,Third Party insurance,5732,Manual,2019,21,5,Delhi,8.74
Sedan,1,2018,Petrol,Third Party insurance,53034,Manual,2022,19,5,Delhi,5.96
Sedan,3,2009,Petrol,Third Party insurance,80000,Manual,2022,17,5,Delhi,1.79
Hatchback,2,2017,Petrol,Third Party insurance,66462,Manual,2017,21,5,Delhi,5.01
SUV,1,2013,Diesel,Third Party insurance,70000,Manual,2014,15,6,Delhi,5.75
Hatchback,1,2017,Petrol,Third Party insurance,52444,Manual,2019,21,5,Delhi,4.95
SUV,1,2014,Diesel,Third Party insurance,60000,Manual,2018,14,5,Delhi,5.0
SUV,2,2019,Petrol,Comprehensive,40000,Automatic,2021,13,6,Delhi,15.0
Hatchback,1,2022,Petrol,Third Party insurance,10000,Manual,2019,20,5,Delhi,7.25
SUV,1,2022,Petrol,Comprehensive,10000,Manual,2018,17,5,Delhi,10.3
Sedan,1,2017,Diesel,Third Party insurance,70000,Manual,2017,28,5,Delhi,6.5
Hatchback,1,2014,Petrol,Comprehensive,14000,Automatic,2020,18,4,Delhi,4.5
SUV,1,2019,Diesel,Third Party insurance,39500,Manual,2023,21,5,Delhi,6.89
Sedan,1,2018,Petrol,Zero Depreciation,64213,Manual,2016,16,6,Delhi,12.5
Hatchback,2,2021,Petrol,Comprehensive,20000,Manual,2011,22,5,Delhi,3.1
SUV,1,2019,Petrol,Comprehensive,60000,Manual,2022,16,6,Delhi,12.0
Pickup Trucks,1,2018,Diesel,Zero Depreciation,120000,Manual,2018,12,5,Delhi,12.8
Hatchback,2,2017,Petrol,Third Party insurance,48768,Manual,2017,18,5,Delhi,4.52
Hatchback,2,2020,Petrol,Comprehensive,91970,Manual,2015,25,5,Delhi,4.04
SUV,1,2023,Petrol,Zero Depreciation,7100,Automatic,2020,17,7,Delhi,20.25
Hatchback,1,2016,Petrol,Comprehensive,34936,Manual,2020,21,5,Delhi,4.73
Hatchback,3,2011,Petrol,Comprehensive,64071,Manual,2019,16,5,Delhi,2.52
SUV,1,2022,Petrol,Comprehensive,10000,Manual,2012,16,5,Delhi,9.5
Hatchback,1,2018,Petrol,Comprehensive,60443,Automatic,2012,21,5,Delhi,6.33
Sedan,1,2017,Petrol,Third Party insurance,56000,Automatic,2022,18,5,Delhi,8.75
Hatchback,2,2015,Petrol,Third Party insurance,10056,Manual,2022,22,5,Delhi,4.13
Sedan,1,2020,Petrol,Third Party insurance,13000,Manual,2015,17,5,Delhi,11.0
SUV,1,2020,Diesel,Comprehensive,80000,Manual,2020,19,6,Delhi,12.5
SUV,1,2019,Diesel,Third Party insurance,53000,Automatic,2022,15,9,Delhi,41.5
SUV,2,2012,Petrol,Third Party insurance,110000,Manual,2016,10,5,Delhi,6.5
Hatchback,1,2012,Petrol,Third Party insurance,60000,Manual,2016,18,5,Delhi,3.0
Sedan,1,2022,Petrol,Comprehensive,22000,Automatic,2017,16,9,Delhi,57.0
Hatchback,1,2022,Petrol,Third Party insurance,30000,Manual,2022,22,5,Delhi,7.13
SUV,2,2015,Petrol,Comprehensive,90000,Automatic,2017,15,6,Delhi,5.15
Hatchback,1,2020,Petrol,Comprehensive,50000,Manual,2020,21,5,Delhi,6.0
SUV,1,2022,Diesel,Comprehensive,22000,Automatic,2022,14,6,Delhi,20.9
Sedan,1,2016,Petrol,Comprehensive,48000,Automatic,2014,19,4,Delhi,6.9
Hatchback,1,2016,Petrol,Comprehensive,35467,Manual,2009,21,5,Delhi,5.13
Sedan,1,2017,Petrol,Third Party insurance,54481,Automatic,2016,17,6,Delhi,8.5
SUV,1,2022,Petrol,Comprehensive,24000,Manual,2022,20,5,Delhi,8.35
Hatchback,1,2017,Petrol,Third Party insurance,76181,Manual,2022,18,5,Delhi,4.39
Hatchback,1,2020,Petrol,Third Party insurance,23842,Manual,2012,21,5,Delhi,7.2
SUV,2,2022,Petrol,Comprehensive,20000,Manual,2018,17,5,Delhi,9.42
Sedan,1,2014,Petrol,Third Party insurance,94407,Automatic,2017,18,5,Delhi,5.38
Sedan,1,2009,Petrol,Third Party insurance,80000,Manual,2014,16,5,Delhi,1.0
Hatchback,1,2016,Petrol,Comprehensive,124245,Manual,2009,21,5,Delhi,4.91
Sedan,1,2022,Petrol,Comprehensive,5100,Automatic,2010,18,5,Delhi,9.25
SUV,1,2022,Petrol,Third Party insurance,30000,Manual,2019,17,5,Delhi,10.6
SUV,2,2012,Diesel,Third Party insurance,120000,Manual,2014,13,5,Delhi,9.0
SUV,1,2018,Diesel,Third Party insurance,50000,Manual,2014,24,5,Delhi,6.7
SUV,1,2017,Petrol,Third Party insurance,89698,Manual,2016,18,5,Delhi,5.0
Sedan,2,2014,Diesel,Third Party insurance,18000,Automatic,2017,16,7,Delhi,12.5
Hatchback,3,2009,Petrol,Third Party insurance,100000,Manual,2017,16,5,Delhi,1.1
Hatchback,2,2010,Petrol,Comprehensive,60000,Manual,2020,17,5,Delhi,1.5
SUV,2,2019,Diesel,Comprehensive,30000,Automatic,2017,10,6,Delhi,32.0
Hatchback,1,2014,LPG,Third Party insurance,30000,Manual,2018,19,5,Delhi,2.4
Sedan,3,2014,Petrol,Comprehensive,100000,Manual,2013,17,5,Delhi,4.6
Hatchback,1,2016,Petrol,Third Party insurance,58193,Manual,2023,18,5,Delhi,4.11
Hatchback,2,2017,Petrol,Comprehensive,68621,Manual,2013,21,5,Delhi,4.81
SUV,1,2017,Petrol,Comprehensive,50000,Manual,2014,17,5,Delhi,6.7
Hatchback,1,2020,Petrol,Third Party insurance,23399,Manual,2018,21,5,Delhi,7.24
Hatchback,1,2017,Petrol,Third Party insurance,60915,Manual,2011,17,5,Delhi,5.46
MUV,1,2018,CNG,Third Party insurance,44000,Manual,2011,17,5,Delhi,7.99
Hatchback,1,2013,Petrol,Comprehensive,101297,Manual,2015,16,5,Delhi,2.78
Sedan,1,2023,Petrol,Comprehensive,10000,Automatic,2021,18,5,Delhi,15.75
Hatchback,1,2013,Petrol,Comprehensive,73883,Manual,2019,19,5,Delhi,2.61
SUV,1,2014,Diesel,Comprehensive,75000,Manual,2018,14,5,Delhi,4.15
Hatchback,1,2018,Diesel,Third Party insurance,69000,Manual,2020,25,5,Delhi,3.99
Hatchback,1,2011,Petrol,Third Party insurance,58632,Automatic,2016,16,4,Delhi,2.2
Sedan,1,2011,Petrol,Third Party insurance,41352,Automatic,2010,13,5,Delhi,3.3
