bt,ownerNo,modelYear,Fuel Type,Insurance Validity,Kms Driven,Transmission,Year of Manufacture,Mileage,Gear Box,City,price_in_lakhs
Hatchback,1,2012,Diesel,Comprehensive,80000,Manual,2011,20,5,Bangalore,3.0
Hatchback,1,2022,Petrol,Comprehensive,8212,Manual,2011,21,5,Bangalore,5.55
Sedan,3,2011,Diesel,Third Party insurance,80000,Automatic,2013,11,5,Bangalore,5.0
Hatchback,1,2021,Petrol,Third Party insurance,9358,Automatic,2010,21,5,Bangalore,9.5
Sedan,1,2016,Petrol,Third Party insurance,62011,Manual,2008,22,5,Bangalore,6.08
Sedan,2,2011,Diesel,Third Party insurance,120000,Manual,2002,17,5,Bangalore,1.25
Sedan,2,2011,Petrol,Third Party insurance,90000,Automatic,2015,10,6,Bangalore,17.0
Sedan,2,2011,Petrol,Third Party insurance,90000,Automatic,2022,10,6,Bangalore,17.0
Hatchback,1,2013,Diesel,Third Party insurance,50000,Manual,2019,20,5,Bangalore,2.25
Hatchback,2,2010,Diesel,Third Party insurance,100000,Manual,2018,19,5,Bangalore,2.49
SUV,1,2008,Diesel,Third Party insurance,100000,Manual,2017,14,5,Bangalore,1.5
Sedan,5,2002,Diesel,Third Party insurance,120000,Manual,2017,14,5,Bangalore,1.3
Sedan,2,2015,Petrol,Comprehensive,50000,Manual,2016,18,5,Bangalore,3.75
Hatchback,1,2022,Petrol,Third Party insurance,10000,Manual,2019,21,5,Bangalore,5.5
Hatchback,1,2019,Petrol,Comprehensive,38771,Manual,2006,18,5,Bangalore,5.9
Hatchback,1,2018,Petrol,Third Party insurance,42174,Automatic,2020,21,5,Bangalore,5.11
Sedan,1,2017,Diesel,Third Party insurance,120000,Manual,2020,19,5,Bangalore,2.6
Hatchback,1,2017,Petrol,Third Party insurance,43199,Manual,2013,23,5,Bangalore,3.81
SUV,2,2014,Diesel,Comprehensive,65000,Manual,2011,15,6,Bangalore,8.19
Hatchback,1,2016,Petrol,Third Party insurance,20000,Manual,2016,21,5,Bangalore,5.75
Hatchback,2,2019,Petrol,Comprehensive,10155,Manual,2013,22,5,Bangalore,4.28
Hatchback,1,2020,Petrol,Third Party insurance,50704,Manual,2009,21,5,Bangalore,6.96
Hatchback,1,2020,Petrol,Third Party insurance,34725,Manual,2008,20,5,Bangalore,7.4
SUV,2,2013,Diesel,Third Party insurance,90000,Manual,2022,15,6,Bangalore,8.25
Hatchback,1,2011,Petrol,Third Party insurance,30000,Manual,2010,19,5,Bangalore,3.0
Hatchback,1,2016,Diesel,Third Party insurance,60000,Manual,2014,27,5,Bangalore,5.0
Sedan,2,2013,Diesel,Comprehensive,120000,Manual,2016,21,5,Bangalore,2.3
Sedan,1,2009,Petrol,Third Party insurance,60000,Manual,2016,13,5,Bangalore,2.6
Hatchback,1,2008,Petrol,Third Party insurance,57709,Manual,2017,18,5,Bangalore,2.4
SUV,1,2022,Petrol,Comprehensive,20000,Manual,2020,15,6,Bangalore,15.0
Hatchback,1,2010,Petrol,Comprehensive,90000,Manual,2010,20,5,Bangalore,2.75
Sedan,2,2014,Diesel,Third Party insurance,60000,Automatic,2022,16,8,Bangalore,20.0
SUV,2,2016,Diesel,Third Party insurance,26224,Manual,2020,16,6,Bangalore,10.13
Sedan,2,2016,Petrol,Comprehensive,32196,Manual,2021,17,5,Bangalore,6.77
MUV,1,2016,Diesel,Comprehensive,120000,Manual,2016,24,5,Bangalore,9.0
Hatchback,3,2017,Petrol,Third Party insurance,56672,Manual,2019,18,5,Bangalore,5.91
Hatchback,1,2020,Petrol,Third Party insurance,21226,Manual,2019,21,5,Bangalore,4.28
SUV,2,2010,Diesel,Third Party insurance,105000,Manual,2014,11,5,Bangalore,11.45
Hatchback,1,2022,Petrol,Comprehensive,10346,Manual,2013,20,5,Bangalore,6.97
Sedan,3,2020,Petrol,Third Party insurance,30000,Automatic,2022,22,5,Bangalore,6.3
Hatchback,1,2021,Petrol,Third Party insurance,16679,Manual,2011,22,5,Bangalore,4.29
Hatchback,2,2016,Petrol,Third Party insurance,15437,Manual,2021,25,5,Bangalore,4.64
MUV,1,2019,Petrol,Third Party insurance,40000,Manual,2005,20,5,Bangalore,7.5
SUV,2,2019,Petrol,Comprehensive,30000,Automatic,2017,18,7,Bangalore,11.0
Sedan,1,2014,Diesel,Third Party insurance,90000,Manual,2020,22,6,Bangalore,7.0
Sedan,2,2013,Diesel,Third Party insurance,110000,Automatic,2017,15,6,Bangalore,11.0
SUV,1,2022,Petrol,Third Party insurance,20000,Manual,2013,18,6,Bangalore,16.95
SUV,1,2011,Diesel,Third Party insurance,120000,Automatic,2021,12,8,Bangalore,20.0
Minivans,1,2021,Petrol,Third Party insurance,10000,Manual,2016,16,5,Bangalore,5.0
SUV,3,2005,Petrol,Comprehensive,110000,Manual,2019,11,6,Bangalore,2.0
Sedan,1,2017,Diesel,Comprehensive,120000,Automatic,2021,19,8,Bangalore,27.0
Hatchback,1,2020,Petrol,Third Party insurance,50000,Manual,2019,21,5,Bangalore,3.6
Hatchback,1,2017,Petrol,Comprehensive,15017,Manual,2016,18,5,Bangalore,7.33
Hatchback,1,2013,Petrol,Comprehensive,75283,Manual,2017,18,5,Bangalore,3.75
SUV,2,2021,Diesel,Third Party insurance,54568,Manual,2022,16,6,Bangalore,18.85
Hatchback,1,2016,Petrol,Third Party insurance,14516,Manual,2019,18,5,Bangalore,6.57
Hatchback,1,2019,Petrol,Third Party insurance,53627,Automatic,2022,21,5,Bangalore,7.29
Sedan,1,2021,Petrol,Third Party insurance,20000,Manual,2017,19,5,Bangalore,8.0
Hatchback,2,2019,Petrol,Third Party insurance,5083,Automatic,2017,23,5,Bangalore,5.01
SUV,2,2016,Diesel,Third Party insurance,100000,Manual,2021,18,5,Bangalore,6.5
Sedan,1,2017,Petrol,Third Party insurance,50666,Automatic,2009,18,5,Bangalore,10.05
SUV,1,2022,Petrol,Comprehensive,16962,Manual,2012,17,6,Bangalore,11.93
Hatchback,1,2019,Petrol,Third Party insurance,10000,Manual,2018,18,5,Bangalore,9.0
SUV,1,2022,Diesel,Comprehensive,10000,Manual,2015,19,6,Bangalore,21.5
Hatchback,1,2017,Petrol,Third Party insurance,70446,Automatic,2018,17,7,Bangalore,9.25
Hatchback,2,2017,Petrol,Third Party insurance,60528,Automatic,2017,17,7,Bangalore,8.65
SUV,1,2021,Petrol,Third Party insurance,7132,Manual,2023,20,6,Bangalore,15.85
Sedan,5,2009,Diesel,Third Party insurance,100000,Manual,2018,17,5,Bangalore,1.2
SUV,3,2012,Diesel,Comprehensive,80000,Automatic,2020,11,7,Bangalore,18.0
SUV,1,2018,Petrol,Zero Depreciation,30000,Automatic,2018,8,9,Bangalore,70.0
Hatchback,3,2015,Diesel,Third Party insurance,120000,Manual,2012,17,5,Bangalore,1.95
Hatchback,1,2018,Petrol,Third Party insurance,21280,Manual,2019,18,5,Bangalore,7.99
SUV,1,2017,Petrol,Third Party insurance,82021,Automatic,2013,15,6,Bangalore,6.89
SUV,1,2023,Petrol,Comprehensive,18998,Manual,2017,17,6,Bangalore,10.68
SUV,1,2018,Diesel,Third Party insurance,56189,Manual,2017,16,6,Bangalore,17.99
Hatchback,2,2020,Petrol,Third Party insurance,57644,Manual,2009,21,5,Bangalore,3.83
Hatchback,2,2018,Petrol,Comprehensive,51286,Manual,2022,24,5,Bangalore,3.27
SUV,1,2012,Diesel,Comprehensive,120000,Manual,2022,17,5,Bangalore,1.95
Hatchback,1,2019,Petrol,Comprehensive,27937,Manual,2010,20,5,Bangalore,6.39
SUV,2,2013,Diesel,Third Party insurance,64000,Manual,2011,20,5,Bangalore,5.75
SUV,2,2017,Petrol,Third Party insurance,40031,Manual,2012,15,5,Bangalore,6.6
Hatchback,2,2017,Petrol,Third Party insurance,47619,Manual,2012,22,5,Bangalore,3.25
Hatchback,5,2009,Petrol,Third Party insurance,90000,Manual,2013,17,5,Bangalore,2.25
SUV,1,2022,Petrol,Third Party insurance,20000,Automatic,2017,18,4,Bangalore,10.75
SUV,1,2022,Petrol,Third Party insurance,20000,Manual,2021,17,5,Bangalore,9.75
Hatchback,3,2010,Petrol,Third Party insurance,70000,Manual,2020,20,5,Bangalore,3.0
Sedan,3,2011,Diesel,Third Party insurance,110000,Manual,2017,21,5,Bangalore,2.9
Hatchback,3,2012,Petrol,Third Party insurance,40000,Manual,2018,19,5,Bangalore,2.6
Sedan,3,2012,Diesel,Comprehensive,100000,Manual,2021,21,5,Bangalore,3.6
Hatchback,4,2017,Petrol,Third Party insurance,60000,Manual,2009,21,5,Bangalore,2.5
SUV,1,2021,Petrol,Third Party insurance,24000,Automatic,2018,19,6,Bangalore,17.74
SUV,2,2020,Petrol,Comprehensive,30535,Manual,2014,18,5,Bangalore,10.73
Hatchback,2,2017,Petrol,Comprehensive,20229,Manual,2017,23,5,Bangalore,3.49
Hatchback,1,2018,Petrol,Third Party insurance,35800,Manual,2021,21,5,Bangalore,4.85
Hatchback,1,2021,Petrol,Third Party insurance,11453,Manual,2011,20,5,Bangalore,5.91
Hatchback,1,2016,Petrol,Comprehensive,35410,Manual,2015,18,5,Bangalore,6.57
Hatchback,1,2009,Petrol,Comprehensive,50000,Manual,2022,19,5,Bangalore,2.1
Hatchback,1,2018,Petrol,Comprehensive,49948,Automatic,2014,18,4,Bangalore,5.91
Hatchback,2,2014,Diesel,Third Party insurance,77000,Manual,2007,22,5,Bangalore,5.1
Hatchback,1,2017,Petrol,Third Party insurance,48285,Manual,2011,18,5,Bangalore,6.58
Hatchback,1,2021,Petrol,Third Party insurance,19062,Manual,2016,21,5,Bangalore,5.14
Hatchback,2,2011,Petrol,Third Party insurance,70000,Automatic,2010,16,4,Bangalore,3.3
Sedan,2,2015,Diesel,Third Party insurance,120000,Automatic,2009,13,7,Bangalore,22.5
Hatchback,1,2022,Petrol,Comprehensive,10000,Manual,2019,19,6,Bangalore,9.5
Hatchback,3,2014,Petrol,Third Party insurance,80000,Manual,2016,16,5,Bangalore,4.95
Hatchback,2,2007,Petrol,Third Party insurance,80000,Manual,2016,15,5,Bangalore,1.1
Sedan,1,2016,Diesel,Third Party insurance,80000,Automatic,2017,22,7,Bangalore,7.75
Hatchback,2,2010,Petrol,Comprehensive,110000,Manual,2018,18,5,Bangalore,2.6
Sedan,3,2009,Petrol,Comprehensive,90000,Automatic,2017,16,5,Bangalore,3.0
Hatchback,1,2019,Petrol,Third Party insurance,30000,Automatic,2019,21,5,Bangalore,6.5
Hatchback,1,2016,Petrol,Zero Depreciation,56276,Manual,2020,23,5,Bangalore,3.75
Hatchback,1,2016,Petrol,Third Party insurance,27103,Manual,2020,18,5,Bangalore,6.47
Hatchback,2,2011,Diesel,Zero Depreciation,80000,Manual,2019,20,5,Bangalore,2.45
Hatchback,1,2017,Petrol,Third Party insurance,46507,Automatic,2021,20,5,Bangalore,5.91
Hatchback,1,2018,Petrol,Third Party insurance,30000,Manual,2019,18,5,Bangalore,5.75
Sedan,1,2017,Petrol,Zero Depreciation,39070,Manual,2009,21,5,Bangalore,6.59
Sedan,1,2019,Diesel,Comprehensive,120000,Manual,2010,23,5,Bangalore,7.2
Hatchback,1,2020,Petrol,Third Party insurance,22438,Manual,2012,21,5,Bangalore,7.33
Hatchback,2,2020,Petrol,Third Party insurance,21225,Automatic,2010,21,5,Bangalore,8.67
Hatchback,1,2019,Petrol,Third Party insurance,28737,Automatic,2013,18,5,Bangalore,8.5
SUV,1,2021,Petrol,Third Party insurance,20000,Manual,2009,20,5,Bangalore,9.2
Hatchback,1,2019,Diesel,Third Party insurance,30000,Manual,2018,22,6,Bangalore,7.2
Hatchback,3,2009,Petrol,Third Party insurance,70000,Manual,2013,18,5,Bangalore,1.2
Sedan,2,2010,Diesel,Third Party insurance,120000,Automatic,2009,14,7,Bangalore,6.5
Hatchback,2,2012,Petrol,Third Party insurance,80000,Manual,2016,18,5,Bangalore,3.5
Hatchback,2,2010,Diesel,Third Party insurance,100000,Manual,2019,22,5,Bangalore,3.6
Sedan,1,2013,Diesel,Third Party insurance,80000,Automatic,2015,17,8,Bangalore,16.0
Sedan,1,2018,Diesel,Zero Depreciation,70000,Manual,2022,21,6,Bangalore,16.0
Hatchback,2,2013,Diesel,Third Party insurance,90106,Manual,2017,21,6,Bangalore,3.81
Sedan,1,2009,Petrol,Third Party insurance,50000,Manual,2018,13,7,Bangalore,4.0
Hatchback,1,2016,Petrol,Comprehensive,138175,Automatic,2012,26,5,Bangalore,3.89
Hatchback,1,2019,Petrol,Third Party insurance,55609,Manual,2016,23,5,Bangalore,4.45
Hatchback,3,2015,Diesel,Comprehensive,120000,Manual,2018,17,5,Bangalore,1.86
Hatchback,1,2018,Petrol,Third Party insurance,56410,Automatic,2012,22,5,Bangalore,6.42
Hatchback,1,2022,Petrol,Third Party insurance,30000,Manual,2018,22,5,Bangalore,7.25
Hatchback,1,2017,Petrol,Third Party insurance,77593,Manual,2010,18,5,Bangalore,6.16
SUV,1,2018,Petrol,Third Party insurance,49538,Manual,2010,17,5,Bangalore,6.94
Sedan,4,2012,Diesel,Third Party insurance,87000,Manual,2010,17,6,Bangalore,4.0
SUV,1,2016,Diesel,Third Party insurance,80000,Manual,2021,15,5,Bangalore,6.5
Hatchback,2,2018,Petrol,Third Party insurance,50000,Manual,2009,22,5,Bangalore,3.0
Hatchback,1,2012,Diesel,Third Party insurance,120000,Manual,2016,22,5,Bangalore,4.0
Hatchback,1,2018,Petrol,Third Party insurance,30000,Manual,2011,22,5,Bangalore,6.49
Hatchback,2,2010,Diesel,Third Party insurance,100000,Manual,2015,22,5,Bangalore,3.6
Hatchback,2,2010,Diesel,Third Party insurance,100000,Manual,2016,22,5,Bangalore,3.6
Hatchback,3,2010,Petrol,Third Party insurance,120000,Manual,2016,17,5,Bangalore,2.4
Hatchback,1,2021,Petrol,Comprehensive,30000,Automatic,2017,20,5,Bangalore,8.0
Hatchback,2,2016,Petrol,Third Party insurance,41268,Manual,2018,25,5,Bangalore,4.15
Hatchback,1,2011,Petrol,Comprehensive,60020,Manual,2010,22,5,Bangalore,3.84
SUV,1,2015,Diesel,Third Party insurance,120000,Manual,2015,16,6,Bangalore,9.0
Hatchback,1,2016,Diesel,Comprehensive,32148,Manual,2009,22,6,Bangalore,7.82
Hatchback,1,2016,Petrol,Third Party insurance,69565,Automatic,2018,26,5,Bangalore,4.63
Hatchback,1,2017,Diesel,Comprehensive,60000,Manual,2011,27,6,Bangalore,6.6
Hatchback,1,2018,Petrol,Comprehensive,26007,Automatic,2014,22,5,Bangalore,6.63
SUV,2,2018,Petrol,Third Party insurance,30000,Manual,2022,18,5,Bangalore,9.0
Hatchback,2,2010,Petrol,Third Party insurance,134850,Manual,2011,22,5,Bangalore,3.16
Hatchback,1,2015,Petrol,Third Party insurance,44385,Manual,2011,25,5,Bangalore,4.36
SUV,2,2009,Diesel,Comprehensive,120000,Manual,2011,13,5,Bangalore,2.8
SUV,1,2018,Diesel,Comprehensive,30000,Manual,2020,19,6,Bangalore,13.5
Sedan,3,2011,Diesel,Third Party insurance,87000,Automatic,2017,13,6,Bangalore,9.75
Sedan,1,2014,Petrol,Third Party insurance,102662,Automatic,2019,18,5,Bangalore,5.2
SUV,1,2022,Petrol,Third Party insurance,13802,Automatic,2020,17,6,Bangalore,17.65
Hatchback,4,2011,Diesel,Comprehensive,90000,Manual,2020,20,5,Bangalore,1.75
Hatchback,2,2011,Petrol,Comprehensive,40000,Manual,2022,17,5,Bangalore,4.0
Sedan,2,2011,Petrol,Third Party insurance,65000,Automatic,2018,14,9,Bangalore,9.5
SUV,1,2020,Petrol,Third Party insurance,42000,Manual,2012,16,6,Bangalore,15.95
Hatchback,2,2017,Petrol,Comprehensive,13444,Automatic,2022,18,4,Bangalore,5.93
SUV,1,2019,Diesel,Comprehensive,56226,Manual,2010,20,6,Bangalore,10.57
Hatchback,1,2020,Petrol,Third Party insurance,8733,Automatic,2022,22,5,Bangalore,5.6
Sedan,1,2020,Petrol,Comprehensive,57963,Automatic,2018,18,5,Bangalore,12.64
Sedan,1,2022,Petrol,Third Party insurance,19508,Automatic,2019,16,5,Bangalore,16.66
Sedan,1,2018,Petrol,Comprehensive,49423,Manual,2019,17,5,Bangalore,7.89
Hatchback,2,2012,Petrol,Comprehensive,78622,Manual,2013,22,5,Bangalore,4.59
SUV,1,2022,Diesel,Third Party insurance,18025,Manual,2016,19,6,Bangalore,12.75
Sedan,1,2010,Petrol,Comprehensive,68220,Manual,2008,17,5,Bangalore,3.75
SUV,1,2022,Diesel,Comprehensive,6000,Automatic,2013,19,9,Bangalore,38.75
SUV,1,2018,Diesel,Comprehensive,59889,Manual,2017,16,5,Bangalore,9.85
Sedan,2,2019,Diesel,Third Party insurance,11000,Automatic,2018,13,8,Bangalore,37.75
Hatchback,1,2019,Petrol,Comprehensive,38500,Manual,2011,18,5,Bangalore,8.25
SUV,2,2013,Diesel,Third Party insurance,120000,Automatic,2019,12,5,Bangalore,16.25
Sedan,2,2016,Diesel,Comprehensive,39157,Automatic,2020,22,8,Bangalore,21.98
MUV,1,2008,Diesel,Third Party insurance,162000,Manual,2015,12,5,Bangalore,8.25
Hatchback,2,2013,Petrol,Comprehensive,89900,Automatic,2017,16,8,Bangalore,11.75
Hatchback,1,2017,Petrol,Comprehensive,58666,Automatic,2018,21,5,Bangalore,6.56
Sedan,1,2018,Petrol,Comprehensive,54137,Automatic,2017,21,5,Bangalore,6.12
SUV,2,2011,Diesel,Comprehensive,180000,Manual,2018,11,5,Bangalore,11.95
Hatchback,1,2019,Petrol,Comprehensive,21997,Manual,2019,23,5,Bangalore,4.36
Sedan,2,2020,Petrol,Comprehensive,40394,Automatic,2013,21,5,Bangalore,7.21
SUV,2,2015,Diesel,Comprehensive,49000,Automatic,2016,17,8,Bangalore,17.5
SUV,1,2017,Petrol,Comprehensive,80390,Manual,2020,15,5,Bangalore,6.2
Sedan,1,2018,Diesel,Third Party insurance,52721,Automatic,2013,12,9,Bangalore,32.99
Hatchback,1,2017,Petrol,Comprehensive,55127,Automatic,2020,21,5,Bangalore,6.43
SUV,2,2018,Diesel,Comprehensive,35922,Manual,2015,23,5,Bangalore,8.22
Sedan,1,2019,Petrol,Comprehensive,16883,Automatic,2019,19,5,Bangalore,8.38
SUV,2,2013,Diesel,Comprehensive,86000,Manual,2016,19,6,Bangalore,6.25
Sedan,1,2016,Petrol,Third Party insurance,88000,Automatic,2018,15,7,Bangalore,11.25
SUV,1,2020,Diesel,Comprehensive,34000,Automatic,2018,17,6,Bangalore,25.45
Hatchback,1,2013,Diesel,Comprehensive,110000,Manual,2016,20,5,Bangalore,3.45
SUV,1,2020,Diesel,Comprehensive,55398,Manual,2020,19,5,Bangalore,9.99
SUV,2,2015,Petrol,Comprehensive,54000,Automatic,2012,14,6,Bangalore,6.75
Hatchback,1,2019,Petrol,Third Party insurance,25829,Manual,2017,18,5,Bangalore,8.75
Hatchback,1,2016,Petrol,Comprehensive,36913,Manual,2010,23,5,Bangalore,4.85
Hatchback,1,2018,Diesel,Third Party insurance,34000,Manual,2018,22,6,Bangalore,7.75
Hatchback,2,2018,Petrol,Comprehensive,42162,Automatic,2013,22,5,Bangalore,6.55
Hatchback,2,2016,Petrol,Comprehensive,48041,Automatic,2017,23,5,Bangalore,5.25
Hatchback,3,2020,Petrol,Comprehensive,43285,Manual,2016,23,5,Bangalore,4.42
Hatchback,1,2012,Petrol,Comprehensive,44326,Manual,2021,18,5,Bangalore,4.76
Hatchback,2,2017,Petrol,Comprehensive,62984,Automatic,2022,17,7,Bangalore,8.65
Hatchback,2,2010,Petrol,Third Party insurance,99276,Manual,2019,22,5,Bangalore,3.38
SUV,2,2018,Petrol,Third Party insurance,42812,Automatic,2017,13,6,Bangalore,12.99
Hatchback,1,2013,Petrol,Third Party insurance,57770,Manual,2014,22,5,Bangalore,4.92
Hatchback,3,2017,Petrol,Third Party insurance,42220,Automatic,2019,18,4,Bangalore,5.44
SUV,1,2016,Diesel,Comprehensive,66977,Automatic,2013,16,6,Bangalore,13.65
SUV,1,2021,Petrol,Third Party insurance,29916,Manual,2018,18,6,Bangalore,10.85
Sedan,1,2022,Petrol,Third Party insurance,10066,Automatic,2010,18,6,Bangalore,14.88
Sedan,2,2019,Petrol,Third Party insurance,39243,Automatic,2018,14,6,Bangalore,9.39
Sedan,2,2017,Petrol,Comprehensive,36309,Automatic,2013,14,6,Bangalore,8.88
Hatchback,1,2014,Petrol,Comprehensive,69408,Automatic,2015,23,5,Bangalore,4.25
Sedan,2,2019,Petrol,Comprehensive,12064,Automatic,2016,19,5,Bangalore,8.18
Sedan,1,2013,Diesel,Comprehensive,74000,Automatic,2019,14,5,Bangalore,19.44
Hatchback,1,2018,Petrol,Comprehensive,18000,Automatic,2017,22,5,Bangalore,6.95
Sedan,1,2010,Petrol,Comprehensive,59000,Automatic,2012,14,6,Bangalore,4.75
Hatchback,1,2018,Petrol,Third Party insurance,17190,Manual,2017,18,5,Bangalore,5.51
Hatchback,1,2013,Petrol,Third Party insurance,58323,Manual,2021,18,5,Bangalore,3.52
Sedan,1,2015,Petrol,Comprehensive,40765,Manual,2014,17,5,Bangalore,6.0
Hatchback,2,2016,Petrol,Third Party insurance,58198,Automatic,2016,26,5,Bangalore,4.79
Hatchback,1,2019,Petrol,Comprehensive,42976,Manual,2018,18,5,Bangalore,5.59
Sedan,1,2012,Petrol,Comprehensive,44074,Manual,2014,22,5,Bangalore,4.09
Hatchback,1,2017,Petrol,Comprehensive,21000,Automatic,2010,21,5,Bangalore,5.39
Hatchback,1,2021,Petrol,Comprehensive,14089,Manual,2016,22,5,Bangalore,7.37
Sedan,2,2014,Diesel,Comprehensive,94378,Manual,2014,26,6,Bangalore,5.26
SUV,1,2016,Diesel,Third Party insurance,71000,Automatic,2021,16,6,Bangalore,13.5
SUV,1,2018,Diesel,Comprehensive,174000,Manual,2021,14,6,Bangalore,31.94
Hatchback,2,2016,Petrol,Comprehensive,58000,Automatic,2017,18,4,Bangalore,5.85
SUV,2,2014,Diesel,Comprehensive,113000,Automatic,2018,15,7,Bangalore,14.95
SUV,2,2010,Diesel,Comprehensive,170402,Automatic,2013,11,6,Bangalore,10.9
Sedan,2,2016,Diesel,Comprehensive,30000,Automatic,2012,18,7,Bangalore,21.0
Sedan,1,2014,Petrol,Comprehensive,59000,Manual,2021,19,5,Bangalore,5.9
SUV,1,2021,Diesel,Comprehensive,25883,Manual,2017,15,6,Bangalore,18.99
SUV,1,2021,Petrol,Comprehensive,32746,Manual,2015,20,6,Bangalore,15.45
Sedan,1,2017,Petrol,Comprehensive,35038,Automatic,2015,14,7,Bangalore,18.95
Hatchback,3,2018,Petrol,Third Party insurance,38995,Manual,2015,19,5,Bangalore,5.4
Hatchback,1,2013,Petrol,Comprehensive,61102,Manual,2017,22,5,Bangalore,4.91
SUV,2,2012,Diesel,Comprehensive,132000,Manual,2020,17,6,Bangalore,6.25
Hatchback,1,2021,Petrol,Comprehensive,52288,Manual,2016,21,5,Bangalore,4.36
Hatchback,1,2017,Petrol,Comprehensive,69054,Automatic,2018,19,5,Bangalore,6.16
SUV,1,2015,Petrol,Comprehensive,67000,Manual,2020,13,5,Bangalore,6.75
Sedan,2,2015,Diesel,Zero Depreciation,51745,Manual,2020,26,5,Bangalore,5.33
Convertibles,1,2015,Petrol,Comprehensive,22000,Automatic,2017,16,7,Bangalore,34.95
Hatchback,2,2017,Petrol,Comprehensive,11268,Manual,2022,18,5,Bangalore,6.26
Hatchback,1,2020,Petrol,Comprehensive,24357,Manual,2012,20,5,Bangalore,6.32
MUV,2,2016,Diesel,Comprehensive,157000,Manual,2018,13,5,Bangalore,17.75
Sedan,1,2018,Petrol,Comprehensive,9982,Manual,2018,17,5,Bangalore,10.0
Sedan,1,2020,Diesel,Comprehensive,22000,Automatic,2016,20,6,Bangalore,28.75
SUV,1,2020,Petrol,Third Party insurance,27000,Manual,2015,18,6,Bangalore,10.85
Sedan,2,2017,Diesel,Comprehensive,68000,Automatic,2018,22,8,Bangalore,22.75
SUV,1,2022,Petrol,Comprehensive,19000,Automatic,2019,18,7,Bangalore,13.65
SUV,2,2012,Diesel,Comprehensive,41000,Automatic,2016,17,8,Bangalore,15.5
SUV,1,2018,Diesel,Third Party insurance,49000,Automatic,2015,20,8,Bangalore,30.25
Sedan,2,2018,Diesel,Third Party insurance,45000,Automatic,2017,20,8,Bangalore,42.75
SUV,2,2016,Diesel,Comprehensive,75000,Automatic,2020,11,8,Bangalore,44.5
Hatchback,1,2015,Petrol,Comprehensive,39613,Manual,2019,25,5,Bangalore,4.83
Sedan,2,2018,Petrol,Comprehensive,68906,Automatic,2021,18,5,Bangalore,10.07
SUV,1,2019,Petrol,Comprehensive,33000,Automatic,2015,13,6,Bangalore,9.95
Sedan,1,2016,Petrol,Zero Depreciation,71423,Manual,2019,22,5,Bangalore,5.73
Sedan,1,2015,Petrol,Comprehensive,17811,Manual,2011,22,5,Bangalore,6.58
SUV,1,2017,Diesel,Comprehensive,79000,Automatic,2018,17,6,Bangalore,12.45
Hatchback,1,2020,Petrol,Comprehensive,9724,Automatic,2017,21,5,Bangalore,9.06
SUV,1,2019,Petrol,Comprehensive,75000,Manual,2020,15,6,Bangalore,11.95
Sedan,1,2021,Petrol,Comprehensive,20754,Manual,2018,17,6,Bangalore,10.31
Hatchback,3,2015,Petrol,Third Party insurance,50510,Manual,2014,18,5,Bangalore,4.13
Hatchback,1,2019,Petrol,Comprehensive,35000,Manual,2021,18,5,Bangalore,6.24
Sedan,3,2011,Diesel,Comprehensive,85000,Manual,2011,22,6,Bangalore,4.65
Sedan,1,2018,Petrol,Third Party insurance,48979,Automatic,2023,18,5,Bangalore,10.5
SUV,2,2017,Petrol,Third Party insurance,46000,Manual,2014,17,6,Bangalore,7.25
SUV,1,2020,Diesel,Comprehensive,9000,Automatic,2016,19,6,Bangalore,18.0
Sedan,2,2018,Diesel,Comprehensive,70000,Manual,2020,26,5,Bangalore,6.5
Sedan,2,2014,Diesel,Comprehensive,78000,Automatic,2016,27,8,Bangalore,13.95
Sedan,1,2021,Diesel,Comprehensive,1500,Manual,2015,24,5,Bangalore,8.65
Sedan,2,2011,Diesel,Comprehensive,70000,Automatic,2018,18,6,Bangalore,14.23
SUV,1,2023,Diesel,Comprehensive,8187,Automatic,2010,13,8,Bangalore,43.99
Sedan,3,2014,Petrol,Comprehensive,81777,Manual,2017,22,5,Bangalore,4.75
Sedan,2,2016,Petrol,Third Party insurance,48698,Automatic,2021,18,5,Bangalore,7.47
SUV,1,2020,Petrol,Comprehensive,21000,Automatic,2013,16,7,Bangalore,15.9
Hatchback,2,2016,Petrol,Third Party insurance,67771,Automatic,2019,18,4,Bangalore,5.2
Sedan,1,2015,Petrol,Third Party insurance,60386,Manual,2020,22,5,Bangalore,5.3
Hatchback,1,2018,Petrol,Zero Depreciation,48928,Automatic,2021,23,5,Bangalore,5.95
Hatchback,1,2010,Petrol,Comprehensive,111374,Manual,2018,18,5,Bangalore,3.12
SUV,2,2017,Petrol,Comprehensive,33000,Manual,2017,15,6,Bangalore,9.2
Hatchback,1,2021,Petrol,Comprehensive,40561,Manual,2022,22,5,Bangalore,4.03
Hatchback,1,2013,Petrol,Comprehensive,92529,Manual,2019,22,5,Bangalore,4.15
Sedan,1,2019,Petrol,Comprehensive,42000,Automatic,2019,18,5,Bangalore,8.5
MUV,1,2020,Diesel,Comprehensive,55342,Automatic,2016,14,8,Bangalore,27.0
SUV,1,2021,Diesel,Comprehensive,51000,Manual,2017,21,5,Bangalore,11.45
SUV,2,2018,Diesel,Comprehensive,37000,Manual,2018,15,6,Bangalore,12.75
Hatchback,1,2017,Petrol,Third Party insurance,36468,Manual,2014,18,5,Bangalore,6.45
